<<<<<<< HEAD
,Date,News
10,2018-01-11,"we’ve made it home plastics pile up as china refuses to take the west’s recycling rome’s famous christmas tree to be reborn as a baby nursing station fighting rages in syria’s last major insurgent stronghold u.s. bombs afghan militia behind insider attack, officials say u.s. ambassador tangles with dutch journalists pressed on false claims about muslims, u.s. ambassador goes silent could britain have a second referendum on ‘brexit’? she left france to fight in syria. now she wants to return. but can she? once an isis recruiter, she now wants out"
11,2018-01-12,"pope faces turmoil in chile over indigenous group and sex abuse trump’s immigration remarks outrage many, but others quietly agree did u.s. special forces shoot a truck driver in afghanistan? trump’s demand to rewrite iran deal tests a weakened diplomatic corps protecting his nation from puppeteers and belly dancers new sound at saudi soccer game: women cheering from the stands ‘don’t feed the troll’: much of the world reacts in anger at trump’s insult secret tunnel in berlin is an echo from the cold war merkel takes step toward new government for germany japan balks at calls for new apology to south korea over ‘comfort women’"
12,2018-01-13,"h&m closes stores in south africa amid protests over ‘monkey’ shirt agonizing question for irish: what to do with children’s remains? migrants fleeing to canada learn even a liberal nation has limits isis affiliate claims october attack on u.s. troops in niger iran to trump: nuclear pact is ‘not renegotiable’ world’s eyes on kosovo amid push to halt war crimes court ‘frost boy’ in china warms up the internet, and stirs poverty debate olympics officials discuss a potential first: a unified korean hockey team push to end south korea abortion ban gains strength, and signatures she ran from the cut, and helped thousands of other girls escape, too"
13,2018-01-14,"liberia president’s ouster by party may raise questions over her legacy tunisia’s government pledges improvements after protests in iran, protester ‘suicides’ stir anger and calls for accountability in czech election, a choice between leaning east or west there are poets among us a heart-stopping skid in turkey rebuilding on the beatles, an ashram in india hopes for revival afghans say talks with taliban are underway; insurgents deny it plane skids off runway in turkey: ‘it’s a miracle we escaped’ hope fades for missing crew members as iranian oil tanker sinks"
14,2018-01-15,"greece adopts new austerity measures to placate creditors north korean orchestra plans to perform in south korea during winter olympics romanian prime minister is forced out, the second in seven months trump comments, infuriating africans, may set back u.s. interests kazakhstan cheers new alphabet, except for all those apostrophes 1,000 danes accused of child pornography for sharing video of teens riyadh ritz, converted to posh prison by saudis, is reopening to guests boko haram video is said to show captured girls from chibok deadly siege of venezuela rebels led by former action hero transfixes country collapse of u.k. construction giant rattles the government"
15,2018-01-16,"u.s.-backed force could cement a kurdish enclave in syria read the case against jerry chun shing lee venezuelan rebel leader films his last stand in chile, pope francis apologizes for ‘irreparable damage’ caused by sexual abuse macron defends migration policy in france, walking a fine line fugitive venezuelan police officer is killed in shootout shivering? that’s for city folk. for islanders, ice time is play time. czech republic faces political turmoil after no-confidence vote submarine builder charged with murder in death of kim wall days after hawaii’s false missile alarm, a new one in japan"
16,2018-01-17,"sex abuse case shadows pope francis’ visit to peru u.s. funding cut reignites debate on palestinian refugee agency a girl’s killing puts germany’s migration policy on trial tillerson says u.s. troops to stay in syria beyond battle with isis facebook to take broader look at possible russian role in brexit vote myanmar police gun down marchers in rakhine ethnic rally moscow got 6 minutes of sunlight in december u.k. appoints a minister for loneliness for rome’s taxi drivers, lessons in courtesy and cultural savvy north and south korean teams to march as one at olympics"
17,2018-01-18,"roy bennett, white zimbabwean with black political base, dies in u.s. helicopter crash police bust a chinese mafia in the country that invented the term arrested former c.i.a. officer had ties to chinese spies, ex-colleague says trump rebuked china for north korea’s oil smuggling. it’s more complicated. smuggling oil to north korea on the high seas building a mini-state with avocados and guns crude, yes, but not like weinstein: french man sues metoo accuser gabon says it busted a major ivory smuggling network rising oil prices buoy russia’s economy, despite sanctions u.k. asks, who pays to prevent another grenfell tragedy?"
18,2018-01-19,"sudan jails journalists in new sign of repression airliners have become china’s newest means of pressuring taiwan conservative irish leader supports easing of abortion ban in peru jungle, francis offers a stirring defense of indigenous peoples to criticize duterte in public, ‘inhale courage and exhale fear’ francis halts popemobile to comfort policewoman thrown by horse boris johnson suggests building a bridge from u.k. to france china rights lawyer detained after posting pro-democracy appeal a new coalition with merkel? not so fast on new indian condos, the name is trump, and the lure is meeting one"
19,2018-01-20,"anti-corruption protest draws tens of thousands across snowy romania resolving who owns what land lies at heart of zimbabwe’s future how corruption and cronyism in banking fueled iran’s protests pope francis comforts peruvians who faced ‘wrath of nature’ 72 turkish jets bomb u.s.-backed kurdish militias in syria at least 5 killed in afghan hotel attack that trapped hundreds of guests recipe for ruckus in india: a queen’s honor, a new film and politics leftist lion and far-right provocateur vie for brazil presidency syria promotes tourism, despite devastation of civil war volvo ocean race yacht involved in fatal accident near hong kong"
20,2018-01-21,"pope lauds peru’s young, but stays silent on church sex abuse greeks protest over neighbor’s use of the name macedonia women’s marches across the world, in photos and voices of protest pence and jordan’s king ‘agree to disagree’ on jerusalem trump’s hard-line israel position exports u.s. culture war abroad a death in kosovo stokes fears and threatens peace we’re watching the men deadly siege at kabul’s largest hotel this city once made much of what canada bought. but no more. angela merkel spared disaster, and german coalition talks to continue"
21,2018-01-22,"what’s behind turkey’s attack on syria’s kurds liberia swears in george weah, its soccer star president pope apologizes to abuse victims but again doubts them u.n. peacekeepers must ‘not fear to use force’ to foil attacks, report says after kabul hotel attack, security plan queried as death toll rises striking french prison guards stand firm, citing safety and pay to rid the taj mahal of its grime, india prescribes a mud bath mike pence says u.s. embassy will open in jerusalem next year russian court closes foundation of aleksei navalny, a kremlin critic chinese police seize publisher from train in front of diplomats"
22,2018-01-23,"suspect in london mosque attack had contact with far-right groups venezuela calls for early elections, and maduro aims to retain control a sea of trash on lebanon’s beaches u.n. condemns congo’s use of force against protesters and monitors alps avalanches prompt evacuations and upend travel afghan pedophiles get free pass from u.s. military, report says americans were among 22 killed in kabul hotel attack, u.s. says is there something wrong with democracy? pence visit was a balm to israelis. now back to reality. u.s. accuses syria of new chemical weapons use"
23,2018-01-24,"defeated in syria, isis fighters held in camps still pose a threat is turkey’s syria offensive endangering u.s. troops? white house urged to restore aid to u.n. palestinian refugee agency mysterious bank deposits fueled suspicion of former c.i.a. officer and then there was one: last challenger to egypt’s sisi drops out trump administration slaps new sanctions on north korea u.s. drone strike kills militants in pakistan but angers its government upending brazil’s presidential race, court upholds ex-leader’s conviction cell behind barcelona attack may have had sights on eiffel tower india braces for opening of film that has hindu extremists enraged"
24,2018-01-25,"trump and davos: not exactly best friends, but not enemies either victory in russia election assured, putin seeks high turnout in davos, trump’s isolationism may isolate him ivory coast arrests six in ring that smuggled parts of elephants, leopards and pangolins u.s. and pakistan give conflicting accounts of drone strike 10 monkeys and a beetle: inside vw’s campaign for ‘clean diesel’ doomsday clock is set at 2 minutes to midnight, closest since 1950s a film has inflamed indians. but moviegoers mostly say it’s fine. a volcano known for its beauty is also a killer trump, in davos, mends split with britain and widens one with palestinians"
25,2018-01-26,"julian assange asks u.k. court to drop his arrest warrant grounded and gutted, main afghan airline struggles after taliban attack training quick and staffing unfinished, army units brace for surging taliban on turkey’s border with syria, many are eager for war women outnumber men in oxford’s newest class. it only took 1,000 years. refugees in indonesia hoped for brief stay. many may be stuck for life. italian student in cairo was murdered over his research, prosecutor says exploited and extorted, 30 africans drown while trying to return home from yemen a lifetime in peru’s glaciers, slowly melting away ‘nutella riots’ in france show price of a sweet tooth"
26,2018-01-27,"israel slams ‘baseless’ holocaust legislation in poland ireland prime minister says he will campaign to repeal abortion ban canadians greet bombardier decision with pride and a little snark amid protests, honduran president is sworn in for 2nd term a deadly blast in kabul foreign fighters back kurdish militia in syria in fight against turkey fake country carved from catalonia means to mock separatism finland’s scene-stealing first dog is missed during dull election czech republic re-elects milos zeman, populist leader and foe of migrants ambush on mali army camp leaves 14 soldiers and 17 attackers dead"
27,2018-01-28,"finland’s president elected to 2nd term, avoiding a runoff female kurdish fighter kills turkish troops in likely suicide bombing in syria iran grants baquer namazi, 81, four-day release from evin prison colombia police station bombings kill 7 officers france rethinks honor for charles maurras, condemned as anti-semite sara netanyahu’s aides sued over her tirades. now, there’s a recording. the propaganda i see on my morning commute iranians prayed for rain, but were covered in snow climber rescued on pakistan’s ‘killer mountain,’ but another is in peril russians brave icy temperatures to protest putin and election"
28,2018-01-29,"ireland to hold abortion referendum by end of may toronto landscaper killed at least 5 men, police say tired of their veils, some iranian women stage rare protests as brexit agonies continue, theresa may is under threat again as afghan attacks intensify, so does anger at country’s leaders romania names 3rd prime minister in a year amid struggle over corruption north korea cancels pre-olympic event, blaming south korean media when animals are at risk, special netherlands police force defends them in canada, a ‘perfect storm’ for a #metoo reckoning do you live in ireland? talk to us about the abortion referendum"
29,2018-01-30,"norway ski team’s sweater gets tangled in a neo-nazi uproar an alternative president in kenya dangerously low on water, cape town now faces ‘day zero’ pope francis, after criticism, sends sex crimes investigator to chile in kosovo, a peace built on separation anguish in new delhi at rape of an 8-month-old girl 1918 brought an armistice, but also a world of death saudi arabia says detainees handed over more than $100 billion catalonia’s parliament delays vote on puigdemont as president kenyans name a ‘people’s president,’ and tv broadcasts are cut"
30,2018-01-31,"bbc managers face barrage of criticism in gender pay dispute u.n. examines 206 companies over links to israeli settlements amnesty international official in turkey ordered released but remains in jail canceled lorde concert prompts first use of israel’s anti-boycott law it’s all downhill in chechnya, this time at a ski resort hong kong moves to ban all ivory sales, closing a loophole as theresa may pursues deals in china, her own troubles follow bleeding ears and road trip tears 1918: german prisoners are overfed, britons say taiwan citizens accused of violating u.n. sanctions on north korea"
31,2018-02-01,"kiribati ends aerial search for missing ferry passengers as kenya takes orwellian turn, government goes after journalists ‘deep scars’ as trucker drives across peru’s 2,000-year-old nazca lines how many u.s. wars equal the one in afghanistan? (from 2018) van driver convicted of murder in london mosque attack in afghanistan’s unwinnable war, what’s the best loss to hope for? ‘o canada’ will become gender neutral with new lyrics six great reads for australians on the culture-tech collision banned in wales: piercing tongues and ‘intimate’ parts for minors protecting an olympics held in north korea’s nuclear shadow"
32,2018-02-02,"who is tariq ramadan? tariq ramadan charged with rape after accusations by two women some syrian refugees are going back to war alongside turkey israel moves to expel africans. critics say that’s not jewish. u.s. imposes arms ban on south sudan as civil war grinds on migrant clashes in french city lead to more police, and fears of more violence kenya government defies court order to restore tv broadcasts iran arrests 29 linked to protests against compulsory hijab reported cases of sexual abuse against men triple in england and wales putin the campaigner: scripted and awkward, save one big hug"
33,2018-02-03,"russian warplane shot down in syria by rebels, defense ministry says ‘racial hatred’ cited after african immigrants are shot in italy 4,000 opera costumes. one giant fantasy sale.  in south africa, one question dominates: how much longer should zuma stay? suicide bomber kills at least 11 at pakistani army base how tall is mount everest? for nepal, it’s a touchy question. lasers reveal a maya civilization so dense it blew experts’ minds secret alliance: israel carries out airstrikes in egypt, with cairo’s o.k. dozens are killed daily in afghanistan. sometimes, the dead turn up alive. pyeongchang’s winding path from obscurity to olympics fame"
34,2018-02-04,"top north korean official will visit south korea during olympics north korea’s would-be olympics: a tale of a cold war boondoggle greeks protest to defend right to the name ‘macedonia’ the life and death of nigel, the world’s loneliest seabird has carles puigdemont finally run out of road? venice carnival brings out the masks, regattas and revelry 100 years on, posters offer window into struggles of u.k. suffragists turkey’s worst day yet in syria offensive: at least 7 soldiers killed thousands of isis fighters flee in syria, many to fight another day gowns, wurst and protesters: it’s ball season in vienna"
35,2018-02-05,"italy’s populists turn up the heat as anti-migrant anger boils no suspects in killing of eccentric american, a kenyan wildlife expert fact check: trump’s criticism of u.k.’s national health service videos of syrian militia abusing kurdish fighter’s corpse stir outrage kenya’s government returns some tv stations to the air after religious clash in india, rumors create a false ‘martyr’ machete-wielding attacker shot in presidential complex in tehran crisis consumes a land of pretty islands, as justices and ex-leader are arrested why free a serial rapist? in the u.k., the answer is a secret sole surviving suspect in paris attacks stands trial in belgium"
36,2018-02-06,"poland’s ‘death camp’ law tears at shared bonds of suffering with jews iran returns ailing u.s. citizen to prison in new sign of tension norovirus sidelines security staff at pyeongchang olympics a suffrage milestone in u.k., but more to do in era of #metoo buildings teeter in taiwan after deadly quake as maldives crisis deepens, president blames the other guys we have to get naked fake doctor in india suspected of infecting dozens with h.i.v. taiwan earthquake kills at least four; many are missing in pakistan, long-suffering pashtuns find their voice"
37,2018-02-07,"on northern syria front line, u.s. and turkey head into tense face-off ‘cheddar man,’ britain’s oldest skeleton, had dark skin, dna shows with former in-laws in custody, father gains leverage in brazil ‘parental abduction’ case justin trudeau regrets ‘peoplekind’: ‘i made a dumb joke’ walking tour of a city’s history, assassinations included corruption inquiry draws nearer to former chinese prime minister only 5 nations can hit any place on earth with a missile. for now. a korean olympic dilemma: do hockey sticks violate u.n. sanctions? narendra modi’s estranged wife escapes unhurt from car crash in india curious about the lives of north korea’s isolated athletes? here’s a glimpse"
38,2018-02-08,"north korean orchestra gives an emotional concert in the south the quiet diplomacy to save the olympics in a nuclear standoff 2 of isis’ infamous british fighters are captured by syrian kurds art looted by nazis gets a new space at the louvre. but is it really home? it’s hard to believe, but syria’s war is getting even worse netanyahu lashes out as israeli police wrap up graft inquiries why is the syrian civil war still raging? south china sea photos suggest a military building spree by beijing upgraded designs unveiled for road tunnel near stonehenge first rule of chinese fight club: no karaoke"
39,2018-02-09,
40,2018-02-10,"he fought for iran’s environment and was arrested. now, he’s dead. who are ‘the beatles’ of isis? as west fears the rise of autocrats, hungary shows what’s possible justin trudeau’s motorcade involved in minor crash in california after a mosque massacre, egypt strikes back in sinai rio carnival kicks off with samba, blocos and nod to #metoo hong kong bus crash kills at least 18 and injures over 60 sinn fein gets a new leader, mary lou mcdonald reuters publishes account of myanmar massacre after journalists’ arrests in china’s coal country, a ban brings blue skies and cold homes"
41,2018-02-11,"israel’s clash with iran and syria: 5 takeaways by light of a blood moon, life returns to a bombed-out syrian landscape catholic bishop says he’s willing to step down for vatican deal with beijing election losses test sri lanka’s leader, and the country’s direction with gaza in financial crisis, fears that ‘an explosion’s coming’ even australia’s medical marijuana poster boy can’t get the drug killings in toronto’s gay community expose ‘an open wound’ with police kim jong-un’s sister turns on the charm, taking pence’s spotlight deadly plane crash near moscow russian plane crash kills all 71 aboard"
42,2018-02-12,"russia threatens to block youtube and instagram, after complaints from an oligarch u.s. and russia revive cold-war game of provocative street names visiting egypt, tillerson is silent on its wave of repression italy’s far right targets a museum discount for arabic speakers ibrahim prize for african leadership goes to liberia’s ellen johnson sirleaf in iran, environmentalists are now seen as spies ex-president of georgia is seized at restaurant in ukraine, and deported to poland oxfam executive quits as furor grows over misconduct a nearly invisible oil spill threatens some of asia’s richest fisheries trudeau to meet with family of fatally shot cree man"
43,2018-02-13,guatemala arrests ex-president and his finance minister in corruption case besieged rohingya face ‘crisis within the crisis’: deadly floods ex-coach for english soccer teams convicted of molesting child players pakistani taliban say deputy leader was killed in u.s. airstrike corruption charges suggested for netanyahu iraq wants $88 billion for rebuilding. allies offer a fraction of that. dozens of russians are believed killed in u.s.-backed syria attack julian assange’s arrest warrant is again upheld by u.k. judge south korean court sentences ex-president’s confidante to 20 years a.n.c. tells jacob zuma to step down as south africa’s president
44,2018-02-14,"jacob zuma’s legacy is a weakened south africa ‘enough with that desolate, overheated outback stuff.’ jacob zuma resigns as south africa’s president maldives crisis could stir trouble between china and india german coalition deal has both sides sour, even before the ink dries hoping for $100 billion to rebuild, iraq got less than a third israeli prime ministers’ struggles with corruption: a timeline jordan, a pivotal arab ally, gets more u.s. aid despite rancor over jerusalem ‘you can’t ban love’: pakistanis defy a valentine’s day prohibition u.s. may seek to put pakistan on terrorism-finance list"
45,2018-02-15,"el salvador frees woman imprisoned for decade under abortion ban in netanyahu’s israel, the divisiveness is now all about him diplomats in cuba suffered brain injuries. experts still don’t know why. new south africa leader faces old question: is there will to fight corruption? russia blocks aleksei navalny’s website, after his inquiry into an oligarch most north koreans can’t actually watch the olympic games what to give up for lent? smoking? cursing? how about plastic? do you live in south africa? we want to hear from you ethiopia’s prime minister resigns amid political turmoil more afghan civilians being deliberately targeted, u.n. says"
46,2018-02-16,"citing hostility, leader of anti-corruption panel in honduras resigns canadian olympic success, a #metoo event and saskatoon: the canada letter as kenya political stalemate drags on, u.s. becomes a target yevgeny prigozhin, russian oligarch indicted by u.s., is known as ‘putin’s cook’ final resting place for danish prince who yearned to be king: not beside the queen brazil’s military is put in charge of security in rio de janeiro turkey and u.s. in talks on worsening syria crisis for 8 days, syria felt more like world war iii with blackface and monkey suit, chinese gala on africa causes uproar milorad dodik wants to carve up bosnia. peacefully, if possible"
47,2018-02-17,"4 israelis hurt by bomb set in flag at gaza fence, igniting night of fighting in japan, a liberal maverick is seeking to lead a conservative party a drifting ukip ousts leader at center of racism row pakistan serial killer sentenced to death for murder and rape of girl, 7 brazil looks to crack down on fake news ahead of bitter election fierce but frail, malaysia’s mahathir, 92, aims to topple protégé russian trolls were sloppy, but indictment still ‘points at the kremlin’ fire strikes hallowed site in tibet, the jokhang temple in lhasa trump’s national security chief calls russian interference ‘incontrovertible’ theresa may, in munich, calls for swift security pact and offers concession"
48,2018-02-18,"inside the russian troll factory: zombies and a breakneck pace russian meddling was a drop in an ocean of american-made discord a dance for tibetan new year, then 17 hours in custody in australia, staying loyal to taiwan can mean losing a job catalan politician leaves for switzerland days before court date how the e.u.’s migrant crisis reached the streets of brussels u.s. revives concerns about european defense plans, rattling nato allies isis claims deadly attack on church in russian region of dagestan second afghan governor defies kabul order to resign, adding to u.s. headache netanyahu to iran: ‘do not test israel’s resolve’"
49,2018-02-19,"kurdish syria, where the fallen find fame rhodes scholarships go global as students from anywhere now qualify in ukraine, corruption is now undermining the military with 10 million acres in patagonia, a national park system is born there’s a persistent hum in this canadian city, and no one knows why iran plane crash leads to search-and-rescue effort at 14,500 feet american is charged with stealing terra-cotta warrior’s thumb oxfam says workers in haiti threatened witness to misconduct a director’s apology adds momentum to south korea’s #metoo movement iran, deeply embedded in syria, expands ‘axis of resistance’"
50,2018-02-20,"minnie driver calls for ‘truth and reconciliation’ model to combat sexual assault new netanyahu corruption allegations: the details abbas spars with israel at u.n., as kushner listens on a defender of assange says she’s fighting for all using night-vision goggles, taliban stage lethal attack is israel a model when it comes to guns, as mike huckabee says? kfc has a problem in britain: not enough chicken cape town pushes back ‘day zero’ as residents conserve water poland broke law by logging ancient forest, e.u. court official says 5 security officers in iran killed in clashes with dervishes"
51,2018-02-21,"pakistan’s top court rules ousted leader can’t head political party spanish artwork denounced political ‘persecution.’ it was ordered removed. boko haram storms girls’ school in nigeria, renewing fears u.k.’s governing party is clashing over ‘brexit.’ again. outrage as 2nd bus plunges off cliff in peru, killing dozens a bombing in northern myanmar signals strife beyond the rohingya ireland tells state-run schools: stop steering pupils to religion class a greyhound racetrack meets its demise top aide to netanyahu turns state witness as graft cases multiply bahrain activist gets 5-year sentence for ‘insulting’ tweets"
52,2018-02-22,"blocked by russia, u.n. fails to pass syria cease-fire resolution syrian militias enter afrin, dealing a setback to turkey with dozens of schoolgirls missing in nigeria, angry parents demand answers as donald trump jr. drums up business in india, some ask what’s being sold ‘a president i can be proud of’: south africans express their hopes macron aims to keep migrants, and far right, at bay in france pair of killings tests hindu-muslim unity in a pakistani desert town kremlin opponent aleksei navalny is briefly detained for organizing protests greece approves bribery investigation involving political elite rescuing migrants fleeing through the frozen alps"
53,2018-02-23,"france’s new michelin guide: more fraternité than égalité france toughens stance in combating radicals in prisons and schools can a canadian carry off bollywood style? justin trudeau finds out a curling collapse amid olympic success: the canada letter degas painting, stolen in 2009, is found on bus near paris hard-line supporter of israel offers to pay for u.s. embassy in jerusalem u.k. moves toward making adults presumed organ donors 1893: ulster men prepare for civil war, planning mass bank withdrawal to buy arms from kfc, a 3-letter apology for its u.k. chicken crisis a russian master of the ‘dark side’ in film"
54,2018-02-24,"u.n. security council votes in favor of syria cease-fire after week of bloodshed saving koalas, and other marsupials, with milk almost as good as mom’s if trump rips up nafta, canada may shrug, not shudder women are free, and armed, in kurdish-controlled northern syria european ex-officials deny being paid by manafort to lobby for ukraine speeding car plows into students in india, killing at least 9 anti-fascist protesters rally in italy as mussolini’s heirs gain ground wave of taliban attacks kills at least 20 afghan soldiers malaysia’s leader stirs up a tempest in a quinoa bowl raised by isis, returned to chechnya: ‘these children saw terrible things’"
55,2018-02-25,"retire at 55? in brazil, it’s the norm. but can the good times last? at french outpost in african migrant hub, asylum for a select few despite u.n. cease-fire, syrian forces begin new attacks in rebel-held enclave in nigeria, another mass kidnapping stirs painful memories and anger can south korea’s leader turn an olympic truce into a lasting peace? ‘a bomb on the doorstep’: venezuela fishermen fight an oil giant kurdish leader is arrested in prague at turkey’s request north korea is willing to talk with u.s., south’s leader says china moves to let xi stay in power by abolishing term limit"
56,2018-02-26,"hungary’s opposition sees hope after orban’s candidate falls slovak journalist found shot to death at home snow falls in rome, and the eternal city takes a holiday erdogan tells a weeping girl, 6, she’d receive honors if martyred jeremy corbyn, backing a ‘soft’ brexit, takes aim at conservatives with xi’s power grab, china joins new era of strongmen angela merkel starts grooming successors, and one stands out ‘hell on earth’ in syria’s ghouta xi jinping thought explained: a new ideology for a new era ‘creepy’ interview quizzes new zealand’s prime minister on conception"
57,2018-02-27,"blacklisted iranian official stirs outrage at u.n. human rights council in germany’s car capital, the unthinkable: the right to ban cars xi jinping extends power, and china braces for a new cold war ‘humanitarian pause’ in syria: more fighting, more death tragedy at sea 3,000 miles away resonates in pakistani village czechs release top kurdish official despite turkish extradition request saudi king shakes up military and security leadership u.n. links north korea to syria’s chemical weapons program gay mardi gras in sydney goes corporate, clashing with activist roots trump opens door, just slightly, to talking with north korea"
58,2018-02-28,"poking and prodding democracy the mystery man who runs italy’s ‘five star’ from the shadows lies, damned lies, and one very misleading statistic from 2018: trump’s nomination for the nobel peace prize was apparently forged. twice. why can’t u.k. solve the irish border problem in brexit? hungary’s soros-backed university is reaccredited murdered slovak reporter sought to expose italian organized crime in peace overture, afghan president offers passports to taliban an arctic storm blows into britain snowstorm called ‘beast from the east’ sends britons scrambling"
59,2018-03-01,"carles puigdemont abandons bid for catalonia presidency poland and israel in tense talks over law likened to holocaust denial in vatican magazine exposé, nuns reveal their economic exploitation prince william will go to israel, in first official visit by a british royal confined on his last trip to saudi arabia, lebanon’s leader returns on better terms south korea tells u.s. it will send envoy to north korea q is for queuing: minting british traditions with new 10-pence coins germany says hackers infiltrated main government network after u.s.-based reporters exposed abuses, china seized their relatives not the worst hotel in the world, perhaps, but ‘the world is very big’"
60,2018-03-02,world’s longest-imprisoned journalist is freed in uzbekistan why italy’s insular election is more important than it looks hitting the road in quebec and looking for your guidance: the canada letter putin flaunted five powerful weapons. are they a threat? the 28-year-old socialist who could end the merkel era theresa may says u.k. has to face ‘hard facts’ on brexit the toys they carried: syrian children under siege militants carry out deadly attacks in burkina faso benjamin netanyahu is questioned in 3rd corruption case in israel prince harry and meghan markle invite members of public to wedding day
61,2018-03-03,"women could decide italy’s election, but they feel invisible police and protesters clash outside ukraine parliament lebanon’s prime minister posts smiling selfie with saudi crown prince netanyahu, under fire at home, seeks a warm embrace in u.s. thugs, leeches, shouting and shoving at trump hotel in panama cardinal george pell appears in court over ‘historical’ sexual abuse north korea, seeking ‘equal footing,’ rejects preconditions for u.s. talks need a north korean missile? call the cairo embassy the real face of war? it may be this boy in a pink sweater catalonia coalition splinters after puigdemont picks a successor"
