,Date,News
10,2019-01-11,"congolese candidate, asserting fraud, seeks recount from court long lines and guarded fuel: mexico’s gas crisis, explained trudeau says canada is ‘pleased’ to give asylum to saudi woman macedonia votes to change its name, taking step to end dispute with greece seals stuck in canadian town try to find their way back to the sea seals are stranded in a canadian town, and people wonder what to do india finally has plan to fight air pollution. environmentalists are wary. $40 million claim against bollywood-loving sheikh dismissed by british court saudi women, tired of restraints, find ways to flee saudi woman who fled family granted asylum in canada"
11,2019-01-12,"saudi teenager fleeing family arrives safely in canada nicaraguan supreme court justice slams his former ally, president ortega deadly paris explosion huawei fires employee arrested in poland on spying charges she recorded her boss’s lewd call. guess who went to jail? 23,000 nicaraguans have fled to costa rica. 50 fugitives are hiding here. paris explosion at bakery kills at least 4 and injures dozens in a divided poland, pope john paul ii is claimed by all sides the 2 canadian stops on our 52 places to go list double-decker bus crashes in ottawa station, killing 3 and injuring 25"
12,2019-01-13,"venezuela opposition leader is arrested after proposing to take power ‘the taliban made me fight’: what to do with child recruits after they serve time? israel, in rare admission, confirms strike on iranian targets in syria greek leader calls for vote of confidence after minister quits over macedonia deal competing against chinese loans, u.s. companies face long odds in africa"
13,2019-01-14,"a no-deal brexit? leaders are alarmed; voters, not so much chechnya renews crackdown on gay people, rights group says may warns a ‘paralysis in parliament’ could jeopardize brexit canada’s air controllers, purveyors of pizza goodwill trudeau says china’s death sentence on canadian is arbitrary deadly bombing in afghan capital is claimed by taliban as brexit vote nears, theresa may races to save deal congo president didn’t run for re-election, but he’s still in control cargo plane crashes in iran pompeo stops in saudi arabia to meet with the crown prince"
14,2019-01-15,"death toll rises in attack in nairobi migrant caravan departs honduras, and trump again calls for a wall bolsonaro signs decree making it easier for brazilians to buy guns german intelligence agency puts far-right party on warning macron hopes talk will calm france, but an air of menace prevails no-confidence vote called after may’s brexit deal collapses venezuela opposition declares maduro illegitimate, and urges defections may and brexit face uncertain future after crushing vote in parliament shabab claim responsibility for deadly assault on nairobi hotel-office complex may’s brexit deal failed. what happens now?"
15,2019-01-16,
16,2019-01-17,"a favorite restaurant in syria led isis to americans stories we’re watching across the indo-pacific police fire tear gas at protesters in sudan north korea obscures leaders’ visits to missile development sites, report says prince philip, 97, unhurt and two women injured in traffic accident sudan protesters met with tear gas on march to presidential palace ‘like an earthquake’: witnesses describe colombia blast khashoggi killing detailed in new book: ‘we came to take you to riyadh’ british parliament’s bid to break its brexit deadlock is delayed. again. putin gets red carpet treatment in serbia, a fulcrum once more"
17,2019-01-18,"4,141 latvians were just outed as k.g.b. informants after a crash, prince philip, 97, stokes debate on older drivers ‘he was obviously very shaken up’: witness describes prince philip’s crash how a growing rift with canada is unfolding in china germans send love letter on brexit: britain, please don’t go colombia car bombing suspect belonged to rebel group, government says give the wombats some space, australia tells selfie-loving tourists her visit to a men-only temple went smoothly. then the riots started. man is charged in killing of israeli student in australia statue of a friendly, selfie-taking devil divides a town"
18,2019-01-19,"women’s marches around the world reflect worry over violence and populism fiery blast in mexico kills dozens wife of former interpol chief seeks asylum in france john bercow, shouting for ‘order’ amid chaos, is brexit’s surprise star and villain more than 100 migrants die at sea in wreck off libya, survivors say mayor’s funeral unites gdansk. his killing exposed poland’s deep divides. in turkey, senator calls for slower, smarter u.s. withdrawal from syria amid border strife, mexico beach town asks: where have all the tourists gone? death toll in mexico blast rises to 79; leader vows to intensify crackdown on fuel theft serbian protesters fear creeping authoritarianism"
19,2019-01-20,"a league of their own, as few arab leaders attend summit henry sy, 94, dies; philippines’ richest man and a shopping mall tycoon al qaeda claims u.n. peacekeeper attack that killed 10 in mali pakistan arrests officers after children who survived shooting contradict police an american disappeared in syria 2 years ago. his family wants trump to help. in the hague’s lofty judicial halls, judges wrangle over pay denied use of roundabouts, can yellow vests stay united, visible and viable? prince philip, driving without seatbelt after crash, gets police ‘advice’ northern ireland car bombing leads to four arrests protests in greece over macedonia deal turn violent"
20,2019-01-21,"when more democracy isn’t more democratic scholars and ex-diplomats warn of chill after canadians detained in china explosion and fire off crimea kill 11 sailors plan b for brexit looks a lot like the defeated plan a may wants more input on second brexit plan after deadly assault on afghan base, taliban sit for talks with u.s. diplomats venezuela detains national guard members accused of turning on maduro bombing in syria targets u.s.-led military patrol china using taped confessions to intimidate young communists, students say scientist who edited babies’ genes is likely to face charges in china"
21,2019-01-22,"the african currency at the center of a european dispute tensions rise over u.s. arrest of iranian news agency’s american journalist fyre festival’s organizers didn’t pay a restaurant owner, so gofundme donors stepped in brazil’s bolsonaro is the face of populism at the davos forum second american killed in afghanistan since start of year a second brexit vote could worsen the chaos created by the first pence tells venezuelans that u.s. backs efforts to oust maduro officials react to cardiff city player’s missing plane how juan guaidó rose from being virtually unknown to lead venezuela’s opposition putin quashes japanese hopes of end to island dispute"
22,2019-01-23,"juan guaidó: from relative unknown to self-declared president of venezuela south africa leader, wooing investors, pledges end to corruption venezuela opposition leader swears himself in as interim president as next trump-kim summit nears, japan worries u.s. will leave it in the dark quiet ‘hero’ marks 30 years restoring limbs, and dignity, in war meet benny gantz, the 3-star general seeking netanyahu’s job ex-chief justice of south korea is arrested on case-rigging charges madrid taxi strike intensifies after barcelona drivers are offered concessions u.n. leader’s grade from feminist group: b-minus woman stabbed 23 times in pakistan wins appeal against assailant’s acquittal"
23,2019-01-24,"what is brexit? and what happens next? a short, simple primer on what’s happening in venezuela ‘i have to stay alive’: gay brazilian lawmaker gives up seat amid threats venezuela defense minister: ‘a coup is taking place’ bolsonaro finds anticorruption vow threatened by cases close to home aspiring model killed by pakistani police is cleared of charges down to its last 2 villages in syria, isis still fights back on sudan’s streets, young professionals protest against an autocrat u.s. and taliban make headway in talks for withdrawal from afghanistan pompeo to o.a.s. members: recognize guaidó as venezuela’s new president"
24,2019-01-25,"two leaders. two messages. inside the battle for venezuela huge trove of leaked russian documents is published by transparency advocates new taliban negotiator seen as sign that this time, afghan peace talks are serious video shows brazil dam rescue mission 7 people killed and 200 missing in brazil after dam collapses, officials say 30 writers sign letter calling for european ‘resistance’ to populism mexico moves to encourage caravan migrants to stay and work airstrikes in taliban area kill 29 afghans despite peace talks as monkeys menace taj mahal, guards take up slingshots this old basque soldier expected to die 80 years ago"
25,2019-01-26,"venezuelan president does an about-face that allows u.s. diplomats to stay canada’s ambassador to china pushed out over controversy u.s. and taliban edge toward deal to end america’s longest war on venezuela, rubio assumes u.s. role of ouster in chief cease-fire in syria’s idlib province is at risk after extremists take over with spies and other operatives, a nation looms over venezuela’s crisis: cuba with hundreds missing following burst brazil dam, a frantic search for survivors germany lays out a path to quit coal by 2038 ontario has francophones? oui, beaucoup, and they’re angry karachi seeks to remake itself, with bulldozers leading the way"
26,2019-01-27,‘the nation has stood up’: indigenous clans in canada battle pipeline project afghan women fear peace with taliban may mean war on them hundreds still missing after dam collapse in brazil another side of #metoo: male managers fearful of mentoring women too ugly to be saved? singapore weighs fate of its brutalist buildings quest to solve assassination mystery revives an aids conspiracy theory prince philip says he’s ‘deeply sorry’ about car crash philippines cathedral bombing kills 20
27,2019-01-28,"with u.s. and taliban in talks, afghans fear they could end up trampled pope calls child sex abuse ‘a human problem,’ tamping down summit expectations cooper-boles amendment challenges theresa may’s brexit strategy ‘all options are on the table’ in venezuela, says bolton the case of the bumbling spy: a watchdog group gets him on camera isis bombing of cathedral in philippines shows group’s reach into asia ‘it was like a turbine’: havana residents react to deadly tornado the u.a.e. handed out gender equality awards. all went to men. jamal khashoggi inquiry expands, as u.n. official arrives in turkey use of force in france’s ‘yellow vest’ protests fuels anger"
28,2019-01-29,"trump administration’s asylum-seeker policy takes effect may withstands crucial brexit vote bribes like ‘monopoly money’ were given to south africa’s leaders, panel hears how bitcoin could help iran undermine u.s. sanctions palestinian government resigns, with no clear replacement germany proposes to ease, not end, nazi-era abortion law theresa may wants the e.u. to renegotiate brexit. will it? landscaper pleads guilty in murders that shook toronto’s gay community 5 arrested after brazil dam collapse that killed dozens data breaches dent singapore’s image as a tech innovator"
29,2019-01-30,"parliament becomes britain’s new brexit casualty canada slashes diplomatic staff in cuba after another mystery illness 96 days later, nonstop church service to protect refugees finally ends to slow u.s. exit, afghanistan leader offers trump a cost reduction iran faces worst economic challenge in 40 years, president says the messier brexit gets, the better europe looks for the kremlin, venezuela is not the next syria turkey frees u.s. consulate employee what is the irish backstop, and why is it holding up brexit? seat cushions believed to be from plane carrying emiliano sala are found"
30,2019-01-31,u.s. appears to soften timing for list of north korea’s nuclear assets mcconnell: isis and al qaeda ‘have yet to be defeated’ syria ordered to pay $302.5 million to family of marie colvin 29 syrian children die during freezing escape from the islamic state investors in former trump-branded hotel in brazil charged with corruption serbia protests shine light on a nation tugged between east and west teenagers emerge as a force in climate protests across europe juan guaidó says venezuelan opposition had secret talks with military bbc offers clarification: theresa may isn’t going to brussels in a warplane saudis end purge that began with hundreds locked in the ritz-carlton
31,2019-02-01,"as hezbollah rises in lebanon’s government, fears about u.s. response follow venezuela’s dueling diplomats lobby nations to pick sides in conflict what is the i.n.f. treaty and why does it matter? british jury delivers first conviction for female genital cutting italy’s crackdown on migrants meets a grass-roots resistance sex crime reports are up in france. officials see a #metoo effect. venezuela voices: ‘we are starving here’ a german bratwurst museum unwittingly starts a holocaust controversy fish-and-chip shops in u.k. found to fry endangered species with india’s election looking close, modi packs budget with handouts"
32,2019-02-02,
33,2019-02-03,"video shows undersea wreck of plane that carried soccer star emiliano sala greece, 10 years into economic crisis, counts the cost to mental health pope francis makes ‘historic’ gulf tour amid yemen crisis and christian repression outcry in sweden over footage of pregnant black woman being dragged from train riots after a no-deal brexit? save (and evacuate) the queen impose a speed limit on the autobahn? not so fast, many germans say australia says last refugee children held on nauru will go to u.s. why pope francis’ historic visit to the gulf matters after a lion air 737 max crashed in october, questions about the plane arose"
34,2019-02-04,"what’s driving people from el salvador to the u.s.? gang violence egypt unveils newly discovered mummies in fight for venezuela, who supports maduro and who backs guaidó? rights groups seek u.n. inquiry into china’s mass detention of muslims pope francis condemns yemen war in gulf speech schools in england introduce a new subject: mindfulness european countries recognize guaidó as venezuela’s leader, joining u.s. pope francis breaks some taboos on visit to persian gulf australian banks overcharged clients, even after some died, report finds rising temperatures could melt most himalayan glaciers by 2100"
35,2019-02-05,"pope acknowledges nuns were sexually abused by priests and bishops u.s. military commander warns that islamic state may quickly regroup venezuela’s opposition plans to deliver aid, undermining maduro pope francis says he’s willing to mediate in venezuela if both sides want pope francis gives mass to migrants in abu dhabi former president of costa rica is accused of sexual assault john cantlie, a british journalist held hostage by isis, is believed to be still alive leader of greece, visiting turkey, aims to build ties and improve his image at home myanmar’s hero was killed here. now u.s. brands are setting up stalls. ultra-orthodox israeli woman defies rabbis and runs left"
36,2019-02-06,"nobel winner accused of assault by fourth woman in 48 hours with north macedonia’s inclusion, nato gets a boost that sends a message trump seeks to reassure allies on isis fight as syria withdrawal looms revolt at american university where pompeo addressed middle east sexual abuse of nuns: longstanding church scandal emerges from shadows brazil’s ‘lula’ convicted again of corruption, clouding his political future taliban peace talks in moscow end with hope the u.s. exits, if not too quickly china investigates reports of h.i.v.-tainted blood plasma treatment a desperate exodus from isis’ final village workers’ activism rises as china’s economy slows. xi aims to rein them in."
37,2019-02-07,"army issues new reprimand to leader of green beret team ambushed in niger the flood was extraordinary. so was australians’ response. amnesty offer could oust maduro. critics call it a road to impunity. u.s. reduces military aid to cameroon over human rights abuses canadian diplomats sue their government over mysterious cuban disease powerful storm hits rio u.n. warns that grain to feed millions could rot rio de janeiro storm kills 6, turning roads into rivers and burying bus in mud horse races in britain called off until next week after flu outbreak austria is ordered to pay $1.7 million for house where hitler was born"
38,2019-02-08,"attempted raid on news site’s offices prompts outcry in france alexandre bissonnette sentenced to 40 years without parole for quebec mosque killings brazil soccer club president: deadly fire is our ‘worst tragedy’ in years ‘shoplifters’ director pierces japan’s darker side sierra leone declares national emergency over rape of young girls serial killer bruce mcarthur gets life sentence in case that terrorized gay men death toll rises to 15 in istanbul building collapse ‘death to america’ means ‘death to trump,’ iran’s supreme leader says dorm fire kills 10 young players in brazil, sending shudder through soccer world u.s. sanctions are aimed at venezuela’s oil. its citizens may suffer first."
39,2019-02-09,prince philip gives up driver’s license afghan forces arrest man accused in 2017 attack that killed 150 nun’s rape case against bishop shakes a catholic bastion in india a battle cry seldom heard these days: the palestinian cause ‘object’: british lawmaker blocks bill against female genital cutting he survived more than 40 hours as scores drowned around him a first date for two rare tigers ends in death at london zoo germany opens massive intelligence complex (maybe the world’s largest) in berlin brumadinho dam collapse: a tidal wave of mud why did the dam in brazil collapse? here’s a brief look.
40,2019-02-10,"ex-corruption fighter in romania, shortlisted for top e.u. job, faces foes at home the iran revolution at 40: from theocracy to ‘normality’ u.s. airstrikes said to kill at least 10 civilians in afghanistan could the london zoo tiger death have been avoided? thousands protest in spain against catalonia talks violent ‘yellow vest’ protests in week 13 a princess vanishes. a video offers alarming clues. turkey urges china to end mass detention of muslims millions of indians trek to the ganges, and modi chases their votes u.s. and south korea sign deal on shared defense costs"
41,2019-02-11,"bulgaria reopens poisoning case, citing possible link to russia and skripal attack nigeria’s election brings dual crises back to the polls: corruption and boko haram polar bears have invaded a russian outpost, and they’re hungry orban encourages mothers in hungary to have 4 or more babies saudi arabia, trying to lure tourists, hosts music festival near ancient tombs toxic homemade alcohol kills scores in india for iran, a grand occasion to bash the u.s. catalan separatists’ trial: how they got here, and what they could face thai king’s sister is formally barred from running for prime minister #metoo paradox: movement topples the powerful, not the ordinary"
42,2019-02-12,"minister central to justin trudeau ethics inquiry suddenly resigns trump tweeted a photo of iranian protest. he didn’t ask the journalist who took it. afghan government fires election officials after votes tainted by fraud claims accusations of online harassment throw french media into turmoil huawei was a czech favorite. now? it’s a national security threat. when facebook spread hate, one cop tried something unusual theresa may stalls on brexit. again. and again. and again. french mayor offers shelter to migrants, despite the government’s objections sharp rise in anti-semitic acts in france stokes old fears a call to putin, and russian tv changed its story"
43,2019-02-13,"humanitarian aid stalls, testing venezuela’s opposition germany arrests syrian intelligence officers accused of crimes against humanity apple and google urged to dump saudi app that lets men track women millions flowed from venezuelan oil firm to small bulgarian bank a bargain store has britons asking: can you really pop the question with plastic? anti-iran message seeps into trump forum billed as focusing on mideast security iran suicide bombing kills 27 revolutionary guards spy betrayed u.s. to work for iran, charges say africa’s black panthers emerge from the shadows maria ressa, philippine journalist critical of rodrigo duterte, is released after arrest"
44,2019-02-14,"in tour of australia, chinese admire clean air but bemoan lack of hot drinking water theresa may suffers a new brexit defeat in parliament vote can france ever leave africa? airstrikes in chad raise an old question a valentine in uncertain times: ‘i kiss you amid the taliban’ ‘it’s not getting better’: nigeria braces for election day as frustrations boil trudeau’s commitment to indigenous groups tested by minister’s resignation skipping school to save the earth in mattis’s shadow, acting pentagon chief tries to reassure nato allies beware the brexit monster: dutch businesses get a furry blue warning kashmir suffers from the worst attack there in 30 years"
45,2019-02-15,"in eastern europe, u.s. officials talk deals, not erosion of democracy u.s. and canada warn against travel to haiti as violent protests continue a rap challenger to the thai military junta students skip school across europe to demand climate action vogue brazil fashion director resigns over photos that evoke slavery era brazil arrests 8 at mining giant vale over deadly dam collapse vatican envoy to france under investigation for sexual assault sexual violence on the rise in south sudan, u.n. says india blames pakistan for attack in kashmir, promising a response what is the munich security conference, and why does it matter?"
46,2019-02-16,"u.s. military starts flying aid for venezuela to colombia ‘no one survived.’ a taliban attack kills 32 at remote afghan post. among european allies, americans offer competing visions emiliano sala’s grieving argentine hometown bids farewell merkel rejects u.s. demands that europe pull out of iran nuclear deal spain’s far-right vox party sees breakout moment in new election the president, the envoy and the talib: 3 lives shaped by war and study abroad 11th-hour delay of nigeria’s presidential election disappoints millions the strange story behind the snc-lavalin affair millionaire brothers wanted by ecuador are arrested in miami by ice"
47,2019-02-17,"‘show me that my father is alive.’ china faces torrent of online pleas. the english voice of isis comes out of the shadows more clues, and questions, in 1961 crash that killed dag hammarskjold in center of catholicism, new mormon temple invites curious romans for a look rift between trump and europe is now open and angry teenage isis member who wants to return to u.k. gives birth russian flag flies on cathedral in english town where ex-spy was poisoned ‘the pirate days are over’: goa’s nude hippies give way to india’s yuppies land mines block saudi-led assault in yemen, killing civilians"
48,2019-02-18,"vatican’s secret rules for catholic priests who have children anti-semitic taunts by yellow vests prompt french soul-searching trump delivers blunt warning to venezuela military over aid impasse cancellation of pakistan trip revives debate over taliban’s ability to travel vatican hopes meeting on child sex abuse will be a turning point saudi crown prince promises $20 billion in investments for pakistan 7 labour lawmakers resign in u.k., in rebuke of jeremy corbyn kim jong-un’s ‘butler’ visits vietnam to prepare for trump meeting australia’s prime minister blames ‘sophisticated state actor’ for parliament hack shinzo abe won’t say if he nominated trump for a nobel prize"
49,2019-02-19,"thousands rally against anti-semitism in france family of shamima begum, isis teenager, says britain plans to revoke her citizenship e.u. parliament chief asked to step down over divisive remarks iran says suicide bomber who hit revolutionary guards was pakistani south korea proposes joint economic projects to prod north to denuclearize russia votes to ban smartphone use by military, trying to hide digital traces 5 brexit blunders: from david cameron’s hum to theresa may’s jam a war memorial is being expanded. some say it whitewashes history. ‘insult to china’: a model’s freckles spark an online storm france, reaching out to youth, takes its great debate to twitch"
50,2019-02-20,"survivors of sexual abuse want church reform. here’s why it might not happen. a u.s. ambassador promises a global push to decriminalize homosexuality a staggering exodus: millions of venezuelans are leaving the country, on foot venezuela closes border to 3 caribbean islands ahead of aid showdown alabama woman who joined isis can’t return home, u.s. says oil companies may be complicit in atrocities in south sudan, u.n. panel says putin doubles down on threats against the u.s. scores rally against anti-semitism in france threatening u.s., putin promises russians both missiles and butter calling k-pop stars ‘identical,’ south korea tries to limit their influence"
51,2019-02-21,"venezuela’s ex-spy chief urges military to turn against maduro stop asking women about childbearing status, china tells employers woman dies after eating at michelin-starred restaurant in spain scores killed in bangladesh blaze venezuela’s ex-spy chief rejects maduro, accusing leader’s inner circle of corruption india threatens a new weapon against pakistan: water maduro closes venezuela’s border with brazil to block aid social media posts reveal nato soldiers’ activities, report says for u.k.’s labour, anti-semitism and corbyn are as divisive as brexit scores dead in bangladesh fire: ‘this isn’t about poverty, it’s about greed’"
52,2019-02-22,"terrorism watchdog castigates pakistan over aid to militants facing protests, sudan’s leader declares yearlong state of emergency they left canada for isis. should they be allowed home? pablo escobar’s home is demolished in colombia, along with a painful legacy 5 children die of food poisoning in pakistan, spurring food safety concerns american cardinal proposes plan to tackle sex abuse saudi sisters’ plan to escape to australia is halted in hong kong in beirut, a ‘teeming vision of the inferno’ at venezuela’s border, a strange and deadly showdown over aid family of american imprisoned on spy charge in china appeals for help"
53,2019-02-23,"nigerians finally get to vote, but hit a few more snags scenes from venezuela: violence erupts at border the most talked about non-topic at the vatican? homosexuality charles dickens tried to banish his wife to an asylum, letters show kim jong-un takes train for vietnam meeting with trump as venezuela aid standoff turns deadly, maduro severs ties with colombia some aid from brazil pierces venezuela’s blockade, but deadly violence erupts over 90 killed in india by toxic homemade liquor ‘we were friends, and then we started killing each other.’ india recalls partition. carefully. senegal’s president tightens grip on power ahead of elections"
54,2019-02-24,"the police were called for help. they arrested her instead. so help the u.k.: archbishop urges public prayer after brexit taliban deputy chief arrives in qatar for talks with u.s. traveling to meet trump, kim jong-un takes the long route pope francis ends landmark sex abuse meeting with strong words, but few actions amid afghan peace talks, u.n. reports record civilian deaths in 2018 saudi arabia names a princess as ambassador to washington"
55,2019-02-25,"danny burch, u.s. hostage in yemen, has been released, trump says egypt’s el-sisi welcomes european union leaders, but not their scolding on rights cubans approve a constitution, but opponents speak out ireland diagnosed record number of h.i.v. infections in 2018, health data suggests mohammad javad zarif, iran’s foreign minister, says he is resigning mysterious dead whale washes up near the amazon ‘we are with you 100 percent’: pence shows support for guaidó jeremy corbyn, under pressure from his labour party, backs new brexit vote pensions for nazi collaborators? shocking if true (it’s a big if) pence, in colombia to meet guaidó, announces new venezuela sanctions"
56,2019-02-26,"was russia treason trial about u.s. election meddling or a convict’s revenge? muhammadu buhari wins second term as nigeria’s president desertions reflect discontent with maduro, but not enough to topple him after airstrikes on pakistan, modi declares: india won’t ‘be erased’ seeking north korea deal, trump seems willing to ease u.s. demands u.n. seeks $4 billion to save millions from famine in yemen britain, trying to boost organ donations, to make most adults presumed donors seeking a fair trial and a voice in sexual assault cases. for victims. ‘aim, i say, at the city of washington!’ russia revives cold war playbook photos from the trump-kim summit in vietnam"
57,2019-02-27,"u.s. urges new venezuela elections. one obstacle: russia. what is article 370, and why does it matter in kashmir? as huawei’s influence in canada grows, some fear spying. others just want fast internet. spain’s former premier testifies against catalan separatists the man seeking charges against his former boss, benjamin netanyahu two days after resigning, iran’s foreign minister returns to post spain investigates possible attack at north korean embassy kushner met with saudi crown prince to push mideast peace plan 28 women dragging suitcases march for abortion rights in northern ireland wildfires rage in britain after record temperatures"
58,2019-02-28,"trump declares isis ‘100%’ defeated in syria. ‘100% not true,’ ground reports say. argentina convicts ex-officials in cover-up of ’94 bombing of jewish center trudeau’s political woes mount with demands for more inquiries ‘crippling’ attacks force doctors without borders to close ebola centers in congo the cases against netanyahu and a decision to indict responding to trump, otto warmbier’s parents blame kim jong-un and ‘evil regime’ for son’s death ‘don’t believe all the spin’: netanyahu on indictment reports fabien clain, prominent french voice of isis, is reported killed in syria trump takes kim jong-un ‘at his word’ on student’s death 700 afghan women have a message: don’t sell us out to the taliban"
59,2019-03-01,"pentagon again suspends large-scale military exercises with south korea evidence of chlorine found in syrian town of douma, investigators say sexual assault and australia’s ‘culture of suppression’ trudeau promised a fresh approach to politics. now he’s embroiled in scandal. an 11-year-old in argentina was raped. a hospital denied her an abortion. u.s. and taliban talks progress despite attacks and regional tensions algeria protests grow against president bouteflika, ailing and out of sight u.s. issues new penalties against venezuelan officials, vowing ‘maduro must go’ taliban target key afghan base on eve of peace talks he took down the elite at davos. then he came for fox news."
60,2019-03-02,"russian general pitches ‘information’ operations as a form of war how the trump-kim summit failed: big threats, big egos, bad bets deadly shelling erupts in kashmir between india and pakistan after pilot is freed can israel survive without netanyahu? israelis imagine the future saudi arabia is said to have tortured an american citizen saudi arabia moves toward trials of women’s rights activists landlords can’t be ordered to check immigration status, says u.k. court shared buddhist faith offers no shield from myanmar military he needed a job. china gave him one: locking up his fellow muslims. why the u.s. and tunisia keep their cooperation secret"
61,2019-03-03,"son of novichok victim makes a plea to putin: ‘i am appealing to you as a human’ after india loses dogfight to pakistan, questions arise about its ‘vintage’ military guaidó vows a prompt return to venezuela, as unity starts to fray the guardians of the french language are deadlocked, just like their country how does he survive? the curious case of ‘failing grayling’ dutch isis fighter, husband of shamima begum, wants to return home with family england to offer hospital patients free sanitary products brazen crocodile preys on a philippine town: ‘it was like he was showing off’ want a castle in turkey? you may find a bargain"
62,2019-03-04,"how justin trudeau was ensnared by scandal: a corruption case and ‘veiled threats’ navy veteran imprisoned in iran was beaten, family says leaders of brazil mining giant vale step down as criminal inquiry widens russia follows u.s. out of landmark nuclear weapons treaty meng wanzhou’s cushy bail is raising hackles in canada 2nd trudeau minister resigns as canada’s political crisis swells guaidó returns to venezuela trump says his golf course in scotland ‘furthers u.k. relationship’ juan guaidó returns to venezuela, facing threat of arrest algeria protests: president’s offer fails to temper outrage"
