,Date,News
85,2020-03-26,"on job just 6 weeks, u.k.’s finance chief shines in crisis to slow virus, china bars entry by almost all foreigners australia’s record heat means another blow to great barrier reef benny gantz, breaking vows, says he would serve under netanyahu onetime relic, then hipster fad, milkmen embrace flood of clients on russia-china border, selective memory of massacre works for both sides unprepared for the worst: world’s most vulnerable brace for virus japan’s virus success has puzzled the world. is its luck running out? europe fumbled coronavirus at first. can it manage the pandemic now? what you can do about coronavirus right now"
86,2020-03-27,"one continent, two very different political responses to the pandemic ‘we find ourselves afraid.’ the pope confronts coronavirus. pentagon order to plan for escalation in iraq meets warning from top commander desperate for aid, ukraine first has to fight corruption as turkey ends inquiry, prospects dim for justice in khashoggi killing with most coronavirus cases in africa, south africa locks down ‘be in no doubt that i can continue,’ boris johnson says boris johnson contracts coronavirus, rattling top ranks of u.k. government after exposing corruption in russian courts, he’s now in jail himself of ‘covidivorces’ and ‘coronababies’: life during a lockdown"
87,2020-03-28,"russian state oil company rosneft, in sudden move, sells assets in venezuela police crack down ahead of curfew in kenya coronavirus crisis awakens a sleeping giant: china’s youth taliban attack afghanistan amid growing coronavirus threat pandemic mars putin’s coronation and endangers russia’s veterans doctor, refugee. violinist, refugee. model, refugee. as pandemic rages, sri lanka’s president pardons a war criminal frightened by coronavirus, many of u.k.’s poles are heading home in the coronavirus fight in scandinavia, sweden stands apart trump says a quarantine ‘will not be necessary’"
88,2020-03-29,"china created a fail-safe system to track contagions. it failed. oil prices crash, virus hits, commerce stops: iraq is in trouble. 8 killed after philippine plane bursts into flames crisis in the sahel becoming france’s forever war rich europeans flee virus for 2nd homes, spreading fear and fury egypt’s female lion tamers show the men how to do it india’s coronavirus lockdown leaves vast numbers stranded and hungry trump extends social distancing guidelines to april 30 as u.s. cases top 140,000 north korea launches two short-range ballistic missiles"
89,2020-03-30,"‘health care kamikazes’: how spain’s workers are battling coronavirus, unprotected for india’s laborers, coronavirus lockdown is an order to starve prince harry and meghan scale down their royal p.r. machine virus soars among ultra-orthodox jews as many flout israel’s rules as russia braces for coronavirus, putin lets underlings take the heat the best movies and tv shows new on netflix canada in april ‘i can’t stop’: in vast informal economy, pandemic adds to pressure north korea says pompeo made it lose all interest in dialogue with u.s. for autocrats, and others, coronavirus is a chance to grab even more power xinjiang returns to work, but coronavirus worries linger in china"
90,2020-03-31,"gun ownership soars in brazil under bolsonaro e.u. tries gentle diplomacy to counter hungary’s crackdown on democracy ‘we are in a cage:’ spanish town lives under a lockdown within a lockdown waiving rent and making masks, afghans meet coronavirus with kindness why asia’s new wave of virus cases should worry the world long-silenced victim of a pedophile writer gets to tell her story u.s. counts on global crises to press again for power shift in venezuela north korea claims no coronavirus cases. can it be trusted? china chases indonesia’s fishing fleets, staking claim to sea’s riches quarreling in quarantine and bridging a generational divide"
91,2020-04-01,"manolis glezos dies at 97; tore down nazi flag over athens one of europe’s most polluted towns stages a noisy revolt how are you feeling? surveys aim to detect covid-19 hot spots early iran says u.s. sanctions are taking lives. u.s. officials disagree. coronavirus pandemic ‘is a call to action,’ u.n. secretary general says bolsonaro, isolated and defiant, dismisses coronavirus threat to brazil to enforce coronavirus rules, u.k. police use drones, shaming and easter egg bans it’s april fools’ day, so a k-pop star pulled a coronavirus prank covid-19 changed how the world does science, together they made new lives in the u.s. the coronavirus sent them fleeing."
92,2020-04-02,"after lost months, britain vows to catch up on virus testing turning the tables, russia sends virus aid to u.s. u.n. security council ‘missing in action’ in coronavirus fight ‘the fields heal everyone’: post-soviet leaders’ coronavirus denial how far should police go in enforcing coronavirus lockdowns? under modi, india’s press is not so free anymore e.u. court rules 3 countries violated deal on refugee quotas pakistani court overturns conviction in 2002 killing of daniel pearl empty hotels. idled tour buses. the pandemic is devastating tourism. in slum at epicenter of duterte’s drug crackdown, fear and love coexist"
93,2020-04-03,"are countries flattening the curve for the coronavirus? russian doctor detained after challenging virus figures ‘much more than a health crisis,’ head of w.h.o. says of coronavirus ‘stress-free’: coronavirus aid flows quickly to berlin’s self-employed china pushes for quiet burials as coronavirus death toll is questioned pakistan rearrests 4 men in daniel pearl case u.k. backs off medical rationing plan as coronavirus rages myanmar journalists who quoted rebel spokesman face arrest ‘i refuse to be repentant’: the woman challenging uganda’s ruler stranded abroad, americans ask: why weren’t we warned sooner?"
94,2020-04-04,"2 killed in knife attack in french town under lockdown a german exception? why the country’s coronavirus death rate is low u.k. labour party has a new leader: keir starmer in italy, going back to work may depend on having the right antibodies ‘muslims are foreigners’: inside india’s campaign to decide who is a citizen modi denies india is targeting muslims. we found a different reality. telemedicine arrives in the u.k.: ‘10 years of change in one week’ trump warns of ‘a lot of death’ while also revisiting easter sunday services coronavirus models offer the big picture, not the details of what may come"
95,2020-04-05,"watch: queen elizabeth addresses coronavirus pandemic as himalayas warm, nepal’s climate migrants struggle to survive boris johnson hospitalized as queen urges british resolve in face of epidemic of beards and bubonic plague: german village prays for a (2nd) miracle hungary’s leader grabbed powers to fight the virus. some fear other motives. finland, ‘prepper nation of the nordics,’ isn’t worried about masks italy’s virus shutdown came too late. what happens now? chinese human rights lawyer released from prison trump again promotes use of unproven anti-malaria drug; deaths in country may be undercounted the rising heroes of the coronavirus era? nations’ top scientists"
96,2020-04-06,"u.n. inquiry into syria bombings is silent on russia’s role boris johnson’s condition ‘worsened,’ british foreign secretary says where is daniel ortega? nicaragua’s leader drops from view boris johnson moved to intensive care; foreign minister deputized great barrier reef is bleaching again. it’s getting more widespread. rare world war ii footage is released by bletchley park, british spy center easter bunny and tooth fairy deemed ‘essential workers’ in new zealand a new covid-19 crisis: domestic abuse rises worldwide autocrats’ quandary: you can’t arrest a virus the coronavirus inflicts its own kind of terror"
97,2020-04-07,"wuhan reopens after coronavirus lockdown turkey orders all citizens to wear masks as infections rise ecuador’s former president convicted on corruption charges boris johnson is a ‘fighter and he’ll be back,’ raab says china investigates critic of xi’s coronavirus response ‘what rhymes with purell?’ franglais rappers push language boundaries in quebec afghan prisoner swap hits wall as taliban pull out of talks passover under lockdown: israeli jews revise the rituals china ends wuhan lockdown, but normal life is a distant dream coronavirus puts to the fore an improbable u.k. leader: dominic raab"
98,2020-04-08,"watching virus spread back home, some americans in africa stay put saudi arabia declares cease-fire in yemen, citing fears of coronavirus ecuador gives glimpse into pandemic’s impact on latin america syria used chemical weapons 3 times in one week, watchdog says microloans, seen as salvation for poor women, trap many in debt coronavirus invades saudi inner sanctum are adults living with parents making the pandemic more deadly? e.u. court rules poland must suspend disciplinary panel for judges some of europe, ‘walking a tightrope,’ will loosen coronavirus restrictions eight u.k. doctors died from coronavirus. all were immigrants."
99,2020-04-09,
100,2020-04-10,"after months of denial, russia admits the virus is taking hold a very different good friday, in photographs zoom call with israelis lands a gaza peace activist in jail from behind the scenes to the forefront: canada’s public health officers puzzles and potato goulash: how energy workers keep lights on in vienna in detroit she’s a hero. in canada she’s seen as a potential risk ‘like a prison’: paris suburbs simmer under coronavirus lockdown childbirth in venezuela, where women’s deaths are a state secret legal abortion begins in northern ireland south korea goes to the polls, coronavirus pandemic or not"
101,2020-04-11,"500 years ago, this port linked east to west. its fate was to fade away. dario gabbai, a final witness to auschwitz, is dead at 97 chernobyl wildfires reignite, stirring up radiation as they console coronavirus’s victims, italy’s priests are dying, too how a pandemic rescued the political image of ireland’s leader murder rates were staggering. the virus has brought some quiet, for now. congo was close to defeating ebola. then one more case emerged. india to extend lockdown against coronavirus, while spain eases work rules"
102,2020-04-12,"israel’s not-so-secret weapon in coronavirus fight: the spies of mossad pope delivers easter message from closed st. peter’s basilica on the road with the french foreign legion pope francis says the coronavirus is ‘testing our whole human family’ boris johnson leaves u.k. hospital after coronavirus treatment a son grapples with guilt: did he give his father the coronavirus? where have 140 million dutch tulips gone? crushed by the coronavirus in india, coronavirus fans religious hatred britain surpasses 10,000 coronavirus deaths as boris johnson leaves hospital; pope speaks of ‘contagion of hope’"
103,2020-04-13,"israeli election rivals seek deadline extension to form unity government macron extends strict stay-at-home orders ‘which death is going to be worse?’ coronavirus invades a conflict zone putin’s bleak covid-19 admission: ‘we don’t have much to brag about’ venezuela’s maduro, used to crises, faces his toughest one yet anger erupts in china after teen says guardian repeatedly raped her in rural japan, a 370-year-old tradition falls to one child coronavirus fears terrify and impoverish migrants in the persian gulf china limited the mekong’s flow. other countries suffered a drought. lockdowns in france and u.k. expected to last into next month"
104,2020-04-14,"some european nations ease pandemic rules, but move warily as bodies accumulate, so do fears of a high coronavirus toll in ecuador is britain undercounting the human and economic toll of coronavirus? will the coronavirus end israel’s political paralysis? she kept a diary of china’s epidemic. now she faces a political storm. the white house blessed a war in libya, but russia won it in pandemic’s grip, russia sees spike in age-old bane: drinking north korea fires missiles as south’s elections loom stigma hampers iraqi efforts to fight the coronavirus trump stops u.s. funding of w.h.o.; u.k. coronavirus deaths may be higher than official toll"
105,2020-04-15,"​in south korea vote, ​virus delivers landslide win to governing party to beat the virus, colombia tries separating men and women u.s. accuses north korea of cyberattacks, a sign that deterrence is failing relying on science and politics, merkel offers a cautious virus re-entry plan ultra-orthodox enclave in israel opens to outsiders to fight a virus marking notre-dame fire in a locked-down paris ‘we regret the decision,’ w.h.o. says of trump’s funding halt for the foreseeable future, u.k. parliament may meet in cyberspace baghdad, a city gone still in argentina, a bid to make language gender neutral gains traction"
106,2020-04-16,"warming climate in norway reveals relics of ancient viking trade route u.k. extends lockdown 3 weeks, with no clear exit strategy no respite in yemen war a week after saudi cease-fire announced 31 deaths: toll at quebec nursing home in pandemic reflects global phenomenon nora illi, swiss muslim convert who sparked controversy, dies at 35 ‘there’s no more water’: climate change on a drying island u.k. paid $20 million for new coronavirus tests. they didn’t work. united kingdom coronavirus map and case count israel edges closer to 4th election as unity talks falter italy coronavirus map and case count"
107,2020-04-17,"how can it happen here? the shocking deaths in canada’s long-term care homes concerns of a coup stir in sudan as capital braces for a virus lockdown after a year of silence, a jailed saudi princess appeals for help sugarcoating and brutal honesty: how leaders are handling coronavirus crisis 11 filipino soldiers are killed trying to track an isis leader china’s aggressive diplomacy weakens xi jinping’s global standing to save afghan peace deal, u.s. may scale back c.i.a. presence china raises coronavirus death toll by 50% in wuhan in denmark, the rarest of sights: classrooms full of students in australia, an architect designs for a future of fire"
108,2020-04-18,"bought for a song: an indonesian craze puts wild birds at risk with broad, random tests for antibodies, germany seeks path out of lockdown coronavirus halts another u.k. ritual: birthday gun salute for queen amid pandemic, hong kong arrests major pro-democracy figures 10 african countries have no ventilators. that’s only part of the problem. in spain, a call to ‘free our children’ from coronavirus confinement u.s. military cutting medevac flights for troops in west africa germany starts broad antibody testing to assess spread of coronavirus; israel relaxes restrictions"
109,2020-04-19,"in pandemic, a remote russian region orders a lockdown on information dozens test positive for coronavirus at afghan president’s palace north korea denies sending a ‘nice note’ to trump tokyo, in a state of emergency, yet still having drinks at a bar powered by fear, indians embrace coronavirus lockdown when pet owners fall ill with coronavirus, what happens next? ‘my last stand’: in south korea, a protester’s lone fight against samsung how an invisible foe slipped aboard a french navy ship nova scotia shooting kills at least 16, police say as bolsonaro keeps amazon vows, brazil’s indigenous fear ‘ethnocide’"
110,2020-04-20,"walentyna janta-polczynska, polish war heroine, dies at 107 ‘we have to take it slowly,’ merkel says, urging caution for germans in old cairo, a subdued ramadan looms as virus shutters the city istanbul death toll hints turkey is hiding a wider coronavirus calamity ‘canada is in mourning,’ trudeau says after nova scotia mass shooting netanyahu’s power is extended as rival accepts israel unity government ‘it’s really a gift’: israeli hospitals let relatives say goodbye up close harry and meghan cut off u.k. tabloids a deep-diving sub. a deadly fire. and russia’s secret undersea agenda. singapore seemed to have coronavirus under control, until cases doubled"
111,2020-04-21,"‘die from hunger or die from the disease’: protests flare in lebanon in the netherlands, the dance festivals have gone dark iraq resists iranian pressure to reopen border closed to slow covid-19 coronavirus threatens press freedom around the world, report says here is what we know about victims of canada’s worst mass shooting ‘the best way to defeat coronavirus’: britain announces vaccine trial italy to start slowly easing lockdown restrictions, conte says how ecuador’s port city became a coronavirus epicenter gunman kills 9 in lebanon mountain town israelis find little to love in their new government, except no more elections"
112,2020-04-22,"warning shots: israel spares hezbollah fighters to avert a war germany coronavirus map and case count covid-19 trickles into haiti: ‘this monster is coming our way’ ‘instead of coronavirus, the hunger will kill us.’ a global food crisis looms. india coronavirus map and case count canada coronavirus map and case count for indian diaspora, panic and anger over trump’s immigration plans poland and hungary use coronavirus to punish opposition tehran launches military satellite as trump tells navy to ‘shoot down’ iranian boats coronavirus crisis offers taiwan a chance to push back against china"
113,2020-04-23,"cheap oil poses new quandary for iran as it relaxes virus lockdown u.s. aid for greenland prompts praise and suspicion in denmark ecuador’s death toll during outbreak is among the worst in the world r0, the messy metric that may soon shape our lives, explained the secretive group guiding the u.k. on coronavirus ‘smart and careful’: merkel urges gradual reopening for germany as coronavirus eases, more italians say, ‘i want justice’ brazil coronavirus map and case count e.u. moves to shore up economies reeling from virus china imposes new limits as coronavirus fears return"
114,2020-04-24,"nova scotia mourns in an uneasy time as ramadan begins, muslims (mostly) accede to pandemic orders tracking coronavirus in france: latest case count these women were told their help wasn’t needed. they didn’t listen. a one-time rebel of colombia’s war seeks her place in peacetime denuded of tourists, paris reveals its old beating heart pressured by china, e.u. softens report on covid-19 disinformation britain is sticking to brexit plans despite virus upheaval when hugs can kill: mourning nova scotia’s mass shooting in a pandemic turmoil in brazil: bolsonaro fires police chief and justice minister quits"
115,2020-04-25,"where is kim jong-un? how experts track north korea’s leader ‘a perfect storm’ in brazil as troubles multiply for bolsonaro a ramadan like no other: images from around the world ‘there are no viruses here’: leader of belarus scoffs at lockdowns saudi arabia abolishes flogging as a punishment for crime boris johnson aide attended secretive u.k. coronavirus panel german trial accuses iraqi of genocide in killing of yazidi girl 12 rangers among 17 killed in congo park ambush bored russians posted silly art parodies. the world has joined in. tux, gown, masks: arab couples scramble to marry during a pandemic"
116,2020-04-26,"to pressure iran, pompeo turns to the deal trump renounced spain’s children play outside for first time since lockdown as coronavirus strikes prisons, hundreds of thousands are released comic insults aside, mayors act as sentinels in italy’s coronavirus tragedy dozens of gay men are outed in morocco as photos are spread online kashmir, under siege and lockdown, faces a mental health crisis u.k. coronavirus briefings offer a more genteel spin than trump’s kim jong-un’s absence and north korea’s silence keep rumor mill churning global virus death toll crosses 200,000; italy to ease restrictions in may"
117,2020-04-27,"driver rams 2 police motorcyclists in a paris suburb israelis and palestinians remember the slain, home alone or online en masse in rare admission, u.s. military says strikes killed 2 civilians in somalia boris johnson, back on the job, urges caution in easing covid-19 rules in race for a coronavirus vaccine, an oxford group leaps ahead ‘afraid to be a nurse’: health workers under attack jakarta’s trash mountain: ‘when people are desperate for jobs, they come here’ ‘i understand your impatience, i share your anxiety,’ johnson says he found one of stalin’s mass graves. now he’s in jail. scientists race for a coronavirus vaccine"
118,2020-04-28,"china mounts aggressive defense to calls for coronavirus compensation packed with migrant workers, dormitories fuel coronavirus in singapore tom hagen, wealthy businessman in norway, charged in wife’s killing greece has ‘defied the odds’ in the pandemic war within war: as saudi prince edges away from yemen, his allies feud where there’s a will in england, there’s a way ‘life has to go on’: how sweden has faced the virus without a lockdown ‘i could be one of them’: belgians help migrants amid coronavirus spain’s villages wage a lonely fight against the coronavirus genoa’s new bridge nears completion, turning tragedy into hope"
119,2020-04-29,"as fighting surges, yemen is hit with 1st cluster of covid-19 infections berlin’s newest airport prepares for grand opening. again. transgender man in u.k. loses appeal to be listed as father ‘this isn’t the time for caviar’: a chef finds new flavors in a pandemic fire at construction site kills 38 in south korea for boris johnson, a baby amid a dizzying year of peaks and valleys pandemic shakes france’s faith in a cornerstone: strong central government as coronavirus deaths spike, brazil’s leader says, ‘so what?’: live updates"
120,2020-04-30,"in a victory for women in sudan, female genital mutilation is outlawed former honduras police chief charged with drug offenses as workers fall ill, u.s. presses mexico to keep american-owned plants open ‘we have so many reasons to be hopeful,’ johnson says latest tactic to push migrants from europe? a private, clandestine fleet top e.u. diplomat says disinformation report was not watered down for china the best movies and tv shows new on netflix canada in may he indicted netanyahu, but sees no reason to bar him from office germany hardens ban on hezbollah bollywood reels from deaths of 2 stars in 2 days"
121,2020-05-01,"two medical systems, two pandemic responses kim jong-un resurfaces, state media says, after weeks of health rumors u.k. virus tests surpass target, but britain’s deaths may overtake italy’s in a city frozen in fear, time freezes, too in odd turn with israel, gazans get economic adrenaline shot from virus bolsonaro fights for survival, turning to empowered military elders blood samples, vital for antibody tests, sold at exorbitant rates canada bans assault weapons in wake of deadly mass shooting ‘we need a new society’: labor day demonstrators protest in greece setback for harry and meghan in legal battle with u.k. tabloids"
122,2020-05-02,"afghanistan investigating claims migrants were killed by iranian guards exiled pakistani journalist found dead in sweden no more jenga, no more ‘amen’ as cities learn to live with coronavirus filmmaker who mocked egypt’s president dies in prison jewish characters star in saudi tv show, igniting an arab debate with over two dozen deaths, london bus drivers fear coronavirus risk kim jong-un is back. what happens when he’s really gone? french muslims face a cruel coronavirus shortage: burial grounds as restrictions lift, countries brace for a new reality"
123,2020-05-03,"venezuelan officials claim to have stopped an armed incursion italians find promise of antibodies remains elusive, for now beirut’s nightlife survived civil war. can it withstand pandemic? kashmir gun battle kills at least 7 global backlash builds against china over coronavirus the covid-19 riddle: why does the virus wallop some places and spare others? as putin dallies, russia’s small businesses are withering away pompeo blames wuhan lab for coronavirus as backlash against china grows north and south korea exchange gunfire across demilitarized zone"
124,2020-05-04,"with inflation ravaging currency, iran is changing names and numbers after 301 days in egyptian prison, an american teacher flies home spain coronavirus map and case count world leaders join to pledge $8 billion for vaccine as u.s. goes it alone hope and worry mingle as countries relax coronavirus lockdowns as virus deaths jump, boris johnson’s press relations turn testy sewer cleaners wanted in pakistan: only christians need apply. as world comes to halt amid pandemic, so do migrants coronavirus survivors want answers, and china is silencing them too cold for an oil cut? russia’s move reveals a long-running bluff"
125,2020-05-05,"ji chaozhu, interpreter for china during nixon’s trip, dies at 90 young leader vowed change in el salvador but wields same heavy hand herd immunity, or big 2nd wave? israel antibody testing hopes to find out new report says coronavirus may have made early appearance in france a ‘breakdown of trust’: pandemic corrodes church-state ties in russia irish return an old favor, helping native americans battling the virus leading philippine broadcaster, target of duterte’s ire, forced off the air in japan, the ‘murder hornet’ is both a lethal threat and a tasty treat taiwan says ‘play ball!’ (with cardboard fans and robot drummers) venezuela claims 2 americans were captured in failed invasion"
126,2020-05-06,"parents nervously return to work in italy. children are still at home. iraq chooses new prime minister, an ex-intelligence chief backed by u.s. germany’s reopening offers hope for a semblance of normal life israeli high court lets netanyahu form government, despite indictments as u.k. deaths mount, political terrain gets trickier for boris johnson germany will further reduce lockdown measures, merkel says kenya and somalia to jointly investigate cargo plane crash despite rising tensions, iran and u.s. are negotiating a prisoner release top kashmiri militant is killed, sparking protests and rage virus delays orangutans’ long awaited return home"
127,2020-05-07,"an incursion into venezuela, straight out of hollywood reopenings mark a new phase: global ‘trial-and-error’ played out in lives pandemic forces poland to delay presidential election israeli army’s idea lab aims at a new target: saving lives coronavirus killing black britons at twice the rate of whites google sibling abandons ambitious city of the future in toronto as local health systems buckle, russia’s oligarchs take charge u.s. military killed 132 civilians in wars last year, pentagon says eager to corral the coronavirus, u.k. tests a disputed tracing app cardinal george pell knew of clergy sex abuse, australian report finds"
128,2020-05-08,"the man who taught australia how to mix a proper drink argentina teeters on default, again, as pandemic guts economy denis goldberg, south african freedom fighter, is dead at 87 full video: queen elizabeth ii addresses britain for canada, finding a vaccine will only be part of the equation taking on covid-19, south africa goes after cigarettes and booze, too russia was ready to celebrate a glorious past. the present intervened. india starts bringing home hundreds of thousands stranded amid coronavirus locked down on v-e day, europe celebrates world war ii liberation valéry giscard d’estaing, ex-french president, accused of groping journalist"
129,2020-05-09,"food line in geneva stretches to more than 1,500 people as south korea eases limits, virus cluster prompts seoul to close bars virus forces persian gulf states to reckon with migrant labor israel cracks down on banks over payments to palestinian inmates taiwan’s weapon against coronavirus: an epidemiologist as vice president will the coronavirus crisis trump the climate crisis? a novelist breaks the code of being a woman in japan coronavirus forces gulf states to reckon with their scores of migrant workers"
130,2020-05-10,"ethiopian troops may have shot down aid plane in somalia, report says britain to impose quarantine on air travelers to fight coronavirus as europe reopens schools, relief combines with risk ‘this is not the time simply to end the lockdown,’ boris johnson says lebanon’s economic crisis explodes, threatening decades of prosperity surviving covid-19 may not feel like recovery for some ‘a nightmare’: losing a home to australia’s fires, then locked down by a virus in u.k., hard-hit minority communities struggle to bury the dead europe’s battle-hardened nations show resilience in virus fight bangkok opens up as virus caseloads drop, and pretty pups benefit"
131,2020-05-11,"abba eban was the last to hold these two israeli posts at once. next: gilad erdan. bafflement greets boris johnson’s plan for reopening britain shanghai disneyland reopens with masked guests and temperature checks if u.k. schools reopen, will the students return? victim or executioner? let the computer decide johnson describes ‘careful modification’ of coronavirus guidelines a coronavirus mystery explained: moscow has 1,700 extra deaths china is defensive. the u.s. is absent. can the rest of the world fill the void? this afghan general fought the taliban for years. now he has joined them. new british guidelines sow confusion"
132,2020-05-12,"germany’s ‘r-naught’: are three days over 1.0 cause for worry? in israel, modern medicine grapples with ghosts of the third reich modi announces $260 billion coronavirus rescue package for india latin america’s outbreaks now rival europe’s. but its options are worse. several surfers are found dead in the netherlands israeli soldier is killed in west bank as tensions rise over annexation push from maternity ward to cemetery, a morning of murder in afghanistan ‘the new church of england’: coronavirus renews pride in u.k.’s health service quietly but savagely, the coronavirus is decimating latin america man arrested in notorious 1980s killing of gay american in australia"
133,2020-05-13,"at least 70 dead in mexico from drinking tainted alcohol born into carnage, 18 afghan babies face an uncertain fate merkel is ‘outraged’ by russian hack but struggling to respond matt damon dishes about his irish lockdown in radio interview w.h.o. official warns that coronavirus ‘may never go away’ across europe, reopening borders in time for summer ukraine passes a critical anticorruption bill in italy, some fear the virus is a get-out-of-jail card for mafiosi eritreans sue e.u. over use of forced labor back home on annexation, a green light turns yellow, pompeo’s visit to israel signals"
134,2020-05-14,"italian hostage’s release erupts into clashes over islam and ransom as coronavirus overruns russia, doctors are dying on the front lines malaysia drops charges against ‘wolf of wall street’ producer in 1mdb case india’s ‘maximum city’ engulfed by coronavirus here’s how wuhan plans to test all 11 million of its people for coronavirus outside egypt, critics speak freely. inside, families pay the price. duterte’s shutdown of tv network leaves void amid coronavirus crisis coronavirus lockdown may spur surge in mental illness, u.n. warns typhoon vongfong makes landfall in the philippines mexico coronavirus map and case count"
135,2020-05-15,"another health minister in brazil exits amid chaotic coronavirus response u.s. urges afghanistan to stay the course with peace deal as violence resurges what coronavirus means for going to the lake from nearly free to out-of-reach: gasoline’s crazy price swing in venezuela gil loescher, 75, refugees expert who survived iraq bombing, dies u.k. coronavirus testers pay price for a day of triumph why are women-led nations doing better with covid-19? from ‘respect’ to ‘sick and twisted’: how coronavirus hit u.s.-china ties ‘a lot of bad news out there’: parenting in a pandemic women face dilemma in a war zone: risk the blasts or sexual assault"
136,2020-05-16,"100 babies stranded in ukraine after surrogate births saudi arabia’s big dreams and easy living hit a wall brazil, once a leader, struggles to contain virus amid political turmoil rwandan genocide suspect arrested after 23 years on the run afghan power-sharing deal would promote general accused of rape iran sentences french-iranian academic to 6 years in prison germany criminalizes burning of e.u. and other foreign flags stuck at home, men in japan learn to help. will it last? a mogul’s wife vanishes. now norway has a national obsession. brazil’s halting coronavirus response has made it a hotspot"
137,2020-05-17,"canadian military jet crashes during flyover for coronavirus workers, killing one covid-19 outbreak in nigeria is just one of africa’s alarming hot spots ending crisis, israel swears in netanyahu-led government to rescue economy afghan rivals sign power-sharing deal as political crisis subsides will cirque du soleil rise again? wandering a grand hotel emptied by coronavirus, and checking 1,400 taps chinese ambassador is found dead at home in israel how france lost the weapons to fight a pandemic nigerian coronavirus outbreak highlights emerging threat in africa"
138,2020-05-18,"merkel, breaking german ‘taboo,’ backs shared e.u. debt to tackle virus xi pledges $2 billion to coronavirus fight, defends china’s response toronto was obeying social distance rules. then came adorable baby foxes. germany’s coronavirus protests: anti-vaxxers, anticapitalists, neo-nazis france and germany propose $545 billion e.u. coronavirus relief fund lesotho’s leader, long suspected in wife’s murder, resigns iran sees new surge in virus cases after reopening country spain and italy ease lockdown restrictions yes, those were sex dolls cheering on a south korean soccer team hope, fear and grief: wuhan after the lockdown ends"
139,2020-05-19,"cambridge university will hold its lectures online next year iran quietly lowers the temperature with u.s. one crisis too many: how the coronavirus pushed germany to shift course cécile rol-tanguy, french resistance fighter, dies at 101 trudeau says canada-u.s. border will stay closed another month west bengal coast braces for super cyclone yu lihua, 90, dies; writer spoke to ‘rootless’ chinese émigrés for boris johnson, parliament is becoming a house of horrors ‘this is futile’: china criticizes trump’s w.h.o. funding threat right to privacy extends to foreign internet users, german court rules"
140,2020-05-20,"health agencies offer tips on sex during the pandemic abbas, cornered by israeli annexation, opts for ‘judgment day’ scenario cyclone amphan slams india and bangladesh as paris tiptoes toward normalcy, infections are sharply down future of shakespeare’s globe theater is threatened by lockdown in china’s crisis, xi sees a crucible to strengthen his rule cyclone amphan makes landfall iran extends temporary release of british-iranian woman burundi turns out to replace president of 15 years, pandemic or no after cyclone hits india and bangladesh, the waiting begins"
141,2020-05-21,"in stunning reversal, turkey emerges as libya kingmaker what happens to hong kong now? abdullah al-hamid, saudi dissident, dies in detention at 69 as saudi official hid abroad, his family became a target at home boris johnson avoids criminal inquiry into his dealings as london’s mayor china moves to tighten its control of hong kong cyclone amphan’s death toll rises to 80 in india and bangladesh coronavirus changed china’s big political event. here’s what to expect. in istanbul under lockdown, baklava makers are essential workers after new coronavirus outbreaks, china imposes wuhan-style lockdown"
142,2020-05-22,"what’s lost and gained when we put in 9-to-5 from home? as virus spreads in russia’s caucasus, rumors swirl over strongman’s health argentina tries to escape default as it misses bond payment britain orders a 14-day quarantine on arriving travelers xi addresses china’s national people’s congress top u.s. officials threaten action on china over hong kong security law hungary moves to close border camps after e.u. court ruling coronavirus cases fall in europe’s capitals, but fears over reopening linger why the call to prayer made me cry this ramadan ‘lionhearted’ girl bikes dad across india, inspiring a nation"
143,2020-05-23,"is it time to stop clapping for health care workers? an organizer thinks so rattled by a pandemic, people turn to leaders — any leaders u.n. documents abductions and torture of iraqi protesters outrage grows over boris johnson aide’s 260-mile trip during lockdown pakistan plane crash leaves grim task: identifying victims from dna ‘i am just hong kong’: a city’s fate in china’s hands china deploys propaganda machine to defend move against hong kong european defense and ‘strategic autonomy’ are also coronavirus victims jacinda ardern sold a drastic lockdown with straight talk and mom jokes pandemic swells in south america, as the u.s. nears 100,000 deaths"
144,2020-05-24,"suriname’s president shrugs off murder sentence in re-election bid hana kimura, japanese wrestler and star of netflix series, dies at 22 boris johnson backs top aide accused of flouting lockdown rules hong kong protesters swarm streets to oppose china’s new security law push to reopen houses of worship in europe and mideast brings perils and tensions why china’s move to rein in hong kong is just the start netanyahu corruption trial begins, taking israel into uncharted territory for some italians, the future of work looks like the past hong kong police fire tear gas as protesters resist china’s grip kim jong-un moves to increase north korea’s nuclear strength"
145,2020-05-25,
146,2020-05-26,"outcry over dominic cummings turns public against boris johnson for 1st time trump wants troops in afghanistan home by election day. the pentagon is drawing up plans. ex-head of australian girls school is fit for trial, israeli court says u.s. accuses russia of sending warplanes to libya a boy, a bear and a close call in the mountains of italy visiting my grandparents, separated by plexiglass here’s how wuhan tested 6.5 million for coronavirus in days how the taliban outlasted a superpower: tenacity and carnage china’s military vows to defend the country’s interests in hong kong 2 weeks, 6.5 million coronavirus tests as wuhan nears goal"
