,Date,News
16,2021-01-17,"kremlin critic navalny arrested on arrival in moscow phil spector, the imprisoned music legend, spent his last days suffering with covid. dutch police clash with protesters denouncing lockdown measures nikolai antoshkin, who helped halt chernobyl disaster, dies at 78 biden’s incoming chief of staff warns that the virus death toll will reach 500,000 by the end of february. cargo ship sinks near turkey, leaving at least 3 dead, officials say ‘there is no safe area’: in kabul, fear has taken over states are scrambling after the trump administration’s vaccine promise falls apart. navalny arrested on return to moscow in battle of wills with putin thai caves attract millions of bats — and now scientists too"
17,2021-01-18,"bolsonaro talked vaccines down. now brazil has too few doses. brazil begins administering covid-19 vaccine covid response was a global series of failures, w.h.o.-established panel says once a trump-basher, mexico’s leader misses him already incest scandal sets off a new #metoo movement in france europe welcomes biden, but won’t wait for him ‘wall of inequality,’ w.h.o. warns of vaccine distribution he climbed 800 feet in a wheelchair. hong kong watched in awe. russian court orders aleksei navalny held for 30 days twins with covid-19 help scientists untangle the disease’s genetic roots."
18,2021-01-19,"‘to heal, we must remember,’ biden says at ceremony for coronavirus victims. in saudi arabia, quiet changes may ease tensions with biden as political crisis meets pandemic, italians wonder, why? canadian officials say changes to pfizer’s production schedule will not delay vaccinations. navalny, from jail, issues report describing an opulent putin ‘palace’ vegan restaurant gets michelin star in france, a first trump bequeaths biden an upended world violence in sudan’s darfur region dims hopes of a long-sought peace russia mulls ‘covid passports’ to let people with some immunity travel more easily. india celebrates as cricket team humbles australia on its own turf"
19,2021-01-20,"keystone rejection tests trudeau’s balancing act on climate and energy at least 3 killed in madrid explosion will biden be an activist president on the world stage? trump’s last-minute moves against china complicate biden’s agenda iraqis flout virus precautions amid belief in immunity: ‘i live the lifestyle of 2019’ madrid explosion leaves at least 3 dead report aims at ‘reconciling’ france and algeria, its former colony the netherlands will ban many flights and impose a nationwide curfew. american woman deported from bali after calling it ‘queer friendly’ a chinese celebrity scandal puts surrogate births on trial"
20,2021-01-21,"two suicide bombings kill at least 32 in baghdad market former vatican banker convicted of money laundering and embezzlement for peter nygard, alone and jailed, rags-to-riches story turns upside down russia pushes u.s.-funded news outlet toward exit in u.k. hospitals, a desperate battle against a threat many saw coming ‘cannabis factory’ is found in london’s deserted financial district an a.s.l. interpreter who gave coronavirus updates dies of covid-19 complications. ex-coach sentenced to 10 years for raping star skater sri lanka reopens its airports, despite a surge in cases and chaos around a shaman’s tonic. in a slight to e.u., u.k. says not all ambassadors are equal"
21,2021-01-22,"new virus variant may be somewhat deadlier, u.k. warns voices from china’s covid-19 crisis: ‘if i survive this, what will i do?’ a year later, the first post-pandemic city trudeau says he’s looking forward to working with biden european union wants vaccinations to be ‘accelerated’ new york state is temporarily running out of vaccine doses, cuomo says. on ‘rooftop of africa,’ ethiopia’s troops hunt fugitive former rulers justin trudeau gets call from biden as canada and u.s. mend relations russia scrambles to keep young people away from navalny protests preserving brutal histories, one garment at a time"
22,2021-01-23,"pro-navalny protests sweep russia in challenge to putin ‘america’s salad bowl’ is fertile ground for covid-19. olympic athlete speaks of assault and breaks a bigger silence in greece tens of thousands protest arrest of russian opposition leader barred from u.s. under trump, muslims exult in biden’s open door a decade on, silence fills egypt’s field of broken dreams 2 years after legalizing cannabis, has canada kept its promises? in aleksei navalny protests, russia faces biggest dissent in years philippine drug raid leaves 13 dead hong kong and madrid tighten lockdowns amid concerns over the new variant."
23,2021-01-24,"as protests shake russia, kremlin drops its ‘navalny who?’ tack israel to halt most air travel anti-lockdown protesters clash with officers in the netherlands vaccine producers must fulfill supply contracts, e.u. official says alarm in u.k. over virus variant bolsters case for lockdown french roosters now crow with the law behind them china sends warplanes to taiwan strait in a show of force to biden for nicaragua’s lobstermen, deadly dives are all too common capitol riot puts spotlight on ‘apocalyptically minded’ global far right pro-navalny protest photos: wave of anger rolls across russia"
24,2021-01-25,"israel’s early vaccine data offers hope the first confirmed u.s. case of a variant discovered in brazil is found in minnesota. the white house is extending travel bans on brazil and much of europe, and adding south africa, because of the virus. e.u. recommends travel restrictions to curb virus cases e.u. condemns arrest of navalny and supporters but takes no action yet italy’s prime minister to quit, adding political chaos to pandemic in u.k., concern grows over vaccine hesitancy among minority groups new india-china border clash shows simmering tensions song yoo-jung, south korean actress, is found dead at 26 israel extradites teacher accused of abuse in australia, reports say"
25,2021-01-26,"biden will restore u.s. relations with palestinians, reversing trump cutoff britain passes a grim milestone of 100,000 coronavirus deaths after government falls, italy must navigate pandemic on ‘cruise control’ u.k. exceeds 100,000 coronavirus deaths c.d.c. officials say most available evidence indicates schools can be safe if precautions are taken on campus and in the community. biden and putin agree to extend nuclear treaty turkey offers uncertain refuge for iranians fleeing persecution farmers protest in new delhi senegalese student missing in paris is said to be safe, but questions abound in ‘coffin homes’ and ‘cages,’ hong kong lockdown exposes inequality"
26,2021-01-27,"near-total abortion ban takes effect in poland, and thousands protest nigerian president ousts military chiefs who failed to quell violence britain cracks down on international travel after violence erupts at farmers’ protest, a tense standoff in india vaccine shortages hit e.u. in a setback for its immunization race navalny allies and offices targeted in raids as kremlin turns up pressure britain will make citizens quarantine at hotels at their own expense survivors get a vaccine on holocaust remembrance day. moscow mayor lifts restrictions, declaring the pandemic is ‘on the decline.’ the wisconsin senate voted to end a statewide mask mandate."
27,2021-01-28,"governments sign secret vaccine deals. here’s what they hide. e.u. pushes for astrazeneca to provide more vaccines ‘declaration of war’: protesters in poland vow to fight abortion ban biden’s promise of immigration reform raises hopes in latin america in afghanistan, follow the white high-tops and you’ll find the taliban top pakistani court upholds reversal of conviction in daniel pearl killing russian court orders aleksei navalny kept in jail here’s how the coronavirus turns the body against itself. tanzania’s president says ‘vaccines don’t work,’ earning a rebuff from the w.h.o. germany says vaccine shortages are likely to last another 10 weeks, and other news from around the world."
28,2021-01-29,"germany won’t allow some nonresidents to enter the country, even with a negative test. macron tells biden that cooperation with u.s. cannot be dependence france closes its borders to all countries outside the e.u. as cases rise. u.s. airstrike kills top isis leader in iraq canadian airlines suspend flights to the caribbean and mexico w.h.o. delivers update on china visit amid critical shortage, e.u. moves to limit vaccine exports columbia students go on tuition strike, saying online classes aren’t worth full price. vaccine rollout gives u.k. a rare win in the pandemic e.u. plans to halt vaccine exports until supply contracts are met"
29,2021-01-30,"the c.d.c. issued an order that requires masks for domestic travel. ‘like wartime’: canadian companies unite to start mass virus testing when a hospital refrigerator in seattle broke, nurses gave 1,600 vaccine shots to anyone they could find. at elite french universities, students demand environmental action e.u. makes a sudden and embarrassing u-turn on vaccines scientists see the discovery of the south africa variant in south carolina as a ‘pivotal moment.’ britain’s vaccine rollout is a rare pandemic-response success for the country. the west’s patience with uganda’s strongman wanes after a bloody election paris, shuttered, must be imagined as protests grip russia, putin critics of many stripes rally around navalny"
30,2021-01-31,"myanmar’s leader, daw aung san suu kyi, is detained amid coup captain tom, who raised millions for u.k. health workers, is hospitalized not yet desperate, japan and south korea plod toward vaccinations militants storm hotel in somali capital and blasts rock area a snowstorm forces new york city to suspend vaccinations as it sows chaos along the northeastern coast. navalny supporters are met with heavy police force across russia australia locks down a whole city after finding a single new coronavirus case. russia’s economic slump erodes consensus that shielded putin in photos: crowds of police couldn’t quell russia’s pro-navalny protests as virus variants spread, ‘no one is safe until everyone is safe’"
31,2021-02-01,"nepal seeks to ban 2 climbers it says faked everest summit top e.u. official comes under fire in vaccine wars prestigious istanbul university fights erdogan’s reach sidelined by cuomo, nine top new york state health officials have quit in recent months. democracy hero? military foil? myanmar’s leader ends up as neither severe punishment awaits protesters in russia, kremlin says one thing that’s missing in the reopening plans of u.s. schools: the trust of black families. u.k. opposition demands action as building cladding crisis escalates india’s modest budget signals modi’s limited options a w.h.o. team looks for clues about the origins of the virus in wuhan."
32,2021-02-02,"italy looks to mario draghi to solve crisis, to delight of pro-e.u. politicians hero, inspiration and beacon of hope: tributes pour in for tom moore russia’s vaccine is safe and effective, published study shows iran agrees to free south korean ship’s crew myanmar’s army is back in charge. it never truly left. virus surge in portugal puts hospitals on the brink as moderna looks to increase the doses in vaccine vials, the white house announces an expected boost in manufacturing. tom moore, 100, dies; inspired covid-ravaged u.k. with charity walks britain, ravaged by one virus variant, is trying to hunt down another. russian activist navalny sentenced to more than 2 years in prison"
33,2021-02-03,"mexico arrests police officers over massacre u.s. vaccine numbers just took a dip. but it might not mean all that much. in a first, a federal judge orders oregon state prisons to vaccinate inmates. new vaccine puzzle: who should get which shot? demonstrators in bangkok protest myanmar military coup boris johnson pays tribute to ‘captain tom’ canada formally declares proud boys a terrorist group she escaped pakistan. now her father has been thrown into jail. academic facing jail in iran escapes to u.k. a youtuber shoots to literary fame in france, ruffling feathers"
34,2021-02-04,"israel’s vaccine success unleashes a debate on palestinian inequities with her husband in prison, will yulia navalnaya take the lead? johnson wins vaccine spat with e.u., but a struggle over northern ireland looms afghan war casualty report: february 2021 vale mining company to pay $7 billion in compensation for brazil dam collapse prominent lebanese critic of hezbollah is killed vaccines could blunt u.k. epidemic in weeks in myanmar, a cult of personality meets its downfall can the man who saved the euro now save italy? u.k. regulator revokes license for china-backed broadcaster"
35,2021-02-05,"‘an affront to individuals’ privacy rights’: canada’s growing online discomfort what awaits navalny in russia’s brutal penal colony system woman, 95, indicted on 10,000 counts of accessory to murder in nazi camp biden ends military aid for saudi war in yemen. ending the war is harder. he almost quit the law. instead, he reset canada’s indigenous dialogue. fashion mogul peter nygard denied bail by canadian judge with british soccer clubs barred from traveling to germany, the champions league is disrupted. easing the pain of the pandemic with the kindness of strangers the astrazeneca vaccine is found to be protective against the coronavirus variant first seen in britain. a talking owl and cheery sounds: children’s video targets dissent in hong kong"
36,2021-02-06,"carmen vázquez, a longtime force in the world of l.g.b.t.q. rights, dies at 72. in beleaguered babylon, doing battle against time, water and modern civilization public buildings burned in chile after fatal police shooting myanmar protesters defy military rule a no-bid contract to track vaccinations leads to frustration and a cease-and-desist letter. a flood of emotions, along with a first shot. reaching for that pack of smokes? you aren’t the only one. is your vaccine card selfie a gift for scammers? maybe. nominated for a nobel peace prize? wait until you receive it to brag to fight or hide: fear grips myanmar with military back in charge"
37,2021-02-07,"mass funeral in iraq honors yazidi victims of isis astrazeneca’s vaccine does not work well against virus variant in south africa south africa says astrazeneca’s vaccine doesn’t work well against a variant. years after a massacre, yazidis finally bury their loved ones protests against military takeover spread across myanmar turned back by italy, migrants face perilous winter in balkans to fight the virus, france relaxes its ban on an american habit: lunch at your desk. more than 100 people missing after himalayan glacier break france’s latest covid measure: letting workers eat at their desks protesters rally across myanmar, defying coup and risking crackdown"
38,2021-02-08,"how a dangerous new coronavirus variant thwarted some countries’ vaccine hopes the netanyahu trial, explained before himalayan flood, india ignored warnings of development risks floods in morocco kill at least 24 at illegal factory a massacre in a forest becomes a test of poland’s pushback on wartime blame new ebola outbreak threatens in congo monoliths are still happening germany, sweden and poland expel russian diplomats in retaliatory move illegal walkie-talkies and other ‘crimes’ in authoritarian societies solidarity is not an easy sell as e.u. lags in vaccine race"
39,2021-02-09,"california has the most coronavirus-related deaths in the u.s., surpassing new york. head of elite french university resigns following professor incest case why germany prosecutes the aged for nazi roles it long ignored chirlane mccray, n.y.c.’s first lady, gets a vaccine shot and says ‘there really is nothing to be afraid of.’ n.y.’s vaccine websites weren’t working, so he built a new one for $50. netherlands halts adoptions from abroad after exposing past abuses renzi’s power play is a ‘masterpiece.’ he’ll be the first to tell you. polish court orders scholars to apologize over holocaust study iran suggests it may seek nuclear weapons, in new escalation of threats ‘the death market’: oxygen shortage leaves mexicans to die at home"
40,2021-02-10,"monolith in turkey is revealed to be government stunt new zealand maori lawmaker ejected from parliament for not wearing tie saudi arabia releases activist who fought for women’s right to drive a french nun turns 117 after knocking down covid-19 a w.h.o. panel recommends astrazeneca’s vaccine even in countries where variants are circulating. u.k. announces billions for cladding crisis, but critics say it’s not enough biden’s top challenge abroad is something no one wants to talk about the c.d.c. says tight-fit masks or double masking with cloth and surgical masks increases protection. what made the indonesian plane crash? new report sheds light in france, covid cases plateau, vaccinations still lag and weariness sets in."
41,2021-02-11,"cubans study a shrinking list of banned private enterprises china bars bbc programs after british ban on chinese broadcaster tokyo olympics chief resigns over sexist comments u.k. tabloid invaded meghan’s privacy, judge says ‘i’m speaking out:’ calgary firefighters allege decades of racism could a single vaccine work against all coronaviruses? scientists are working on one. many people left europe’s cities in the pandemic. what will bring them back? the pandemic emptied europe’s cities. what will bring people back? a cougar is the latest cat to become infected with the virus. a doctor was fired after giving out covid-19 vaccine doses that were about to expire."
42,2021-02-12,"on w.h.o. trip, china refused to hand over important data canadians to american tourists: (please) stay away! a giant of europe prepares to head italy’s new unity government with the economy on the ropes, hungary goes all in on mass vaccination 53 tons of rotting pork and other brexit nightmares using instagram and acrobatics, thieves targeted v.i.p.s in milan ohio begins adding 4,000 overlooked covid deaths to its official count. massachusetts’ vaccine buddy system sets off ‘old rush.’ ‘we need a circuit breaker’: victoria enters lockdown the f.d.a. is struggling to start up its comprehensive monitoring system for vaccinations."
43,2021-02-13,"the televangelist frederick k.c. price has died at 89 of complications from covid-19. fuel tanker explodes in afghanistan, causing big fire exploding fuel tanker ignites enormous fire on afghanistan-iran border to fight or adapt? venezuela’s fading opposition struggles to keep going u.k. virus variant is probably deadlier, scientists say less drilling, less germ spray: dentistry adapts to the covid era. powerful quake hits japan, evoking a worrisome memory a life in opposition: navalny’s path from gadfly to heroic symbol in sudan border town, desperate ethiopians find ‘second mother country’ australia’s ‘rebel reverend’ goes viral with barbed liberal messages"
44,2021-02-14,"prince harry and his wife, meghan, expecting second child myanmar military tightens control in overnight crackdown lebanon begins coronavirus vaccinations military imposes full grip on myanmar in overnight crackdown guinea declares ebola outbreak with at least 3 deaths auckland locks down after three positive coronavirus cases ‘what’s the point?’ young people’s despair deepens as covid-19 crisis drags on japan approves its first covid vaccine, opting for pfizer-biontech’s. a decade after the arab spring, autocrats still rule the mideast china’s crackdown on muslims extends to a resort island"
45,2021-02-15,"n.y.c.’s subway system will start running longer into the night next week, officials say. deaths of soldiers and policemen held by kurdish guerrillas roil turkish politics scottish university draws ire for dismissing female gender studies lead the w.h.o. formally authorizes the use of the astrazeneca vaccine. zuma risks arrest after defying south africa corruption inquiry climate activist jailed in india as government clamps down on dissent ‘we can bring down the regime’: myanmar’s protesting workers are unbowed parliament rape claim roils australian government states in the u.s. are expanding access to vaccines. the supply isn’t keeping up. the taliban close in on afghan cities, pushing the country to the brink"
46,2021-02-16,"the ‘hotel rwanda’ hero is on trial. here’s what we know. in videos, dubai princess says she is a ‘hostage’ at rio’s carnival, vaccine jabs are in, glitter and samba out the white house says vaccine supply is going up to 13.5 million doses a week. three sailors test positive aboard u.s.s. theodore roosevelt, site of spring outbreak, officials say. teens volunteer for vaccine trials to get in on real-life science experiments. international court accuses two central african militia leaders of attacks on muslims french national assembly backs law to combat islamist extremism after a decade of chaos, can a splintered libya be made whole? father and son are flown to hospital after icy fall in berlin"
47,2021-02-17,"u.k. approves study that will deliberately infect volunteers with coronavirus coronavirus vaccine nears final tests in cuba. tourists may be inoculated. only ‘a few million’ johnson & johnson doses will be ready when the vaccine is likely to be authorized, the white house says. israel is in talks to free woman who crossed the syrian frontier a new pregnancy and an oprah interview refocus a spotlight on harry and meghan n.y.c. schools will replace the gifted and talented admissions exam with a lottery this year. protesters flood yangon’s streets in defiance of myanmar military coup how to stop moths? a historic building tries bringing in wasps harry dunn’s family can sue for damages in u.s., judge rules he calls himself ‘north korea’s poet laureate.’ two women call him a rapist."
48,2021-02-18,"mexico cries foul at natural gas cutoff ordered by texas governor lebanon removes judge investigating beirut blast videos show snow and freezing temperatures around the world as israel reopens, ‘whoever does not get vaccinated will be left behind’ heating up culture wars, france to scour universities for ideas that ‘corrupt society’ delays turn canada’s vaccination optimism into anxiety the poisonous feud threatening scotland’s independence drive belarus jails 2 journalists for covering protests there won’t be blood: apple is making its syringe emoji a vaccine dose. black and latino americans confront many challenges to vaccinations."
49,2021-02-19,"erik prince, trump ally, violated libya arms embargo, u.n. report says australia reacts to a facebook without news merkel calls for ‘joint strategy’ in response to china and russia merkel addresses vaccination and global sustainability efforts macron boasts ‘historic’ role between europeans and americans w.h.o. warns of unequal vaccine distribution many countries took up russia’s offer to sell them its vaccine. but can it deliver? mexico tries to limit electricity use after texas cuts off natural gas biden declares the era of trump-style ‘america first’ diplomacy over. the vaccines are quite safe, and side effects are rare, the c.d.c. reports."
50,2021-02-20,"ex-artistic director of greece’s national theater held after rape arrest warrant myanmar security forces crack down on protesters in canada, did a comedian’s joke go too far? montana and the dakotas were hot spots. until they weren’t. this week in covid-19 news: biden attempts to reassure, cuba makes vaccine progress and governors are under fire. germany, once a model, is swamped like everyone else by pandemic’s second wave myanmar security forces open fire on protesters, killing 2 venezuelan women lose access to contraception, and control of their lives tomb of joshua, revered prophet, beckons believers in baghdad russian court clears way to send navalny to a penal colony"
51,2021-02-21,"the indian vaccine giant expected to supply much of the world warns that it has been directed to put its country’s needs ahead of exports. they built libraries to honor loved ones, women felled by bombings pressuring france to bring them home, women who joined isis stage hunger strike erik prince, trump ally, denies role in libya mercenary operation officials confirm the first case of the south africa variant in a new york resident. virus variants deliver fresh blow to europe’s open borders australia begins covid-19 vaccination campaign the pace of u.s. vaccinations has drastically slowed, hampered by snow and power outages. in israeli election, a chance for arabs to gain influence, or lose it positive coronavirus test? canadians worry their neighbors will find out"
52,2021-02-22,"rwanda opposition figure is killed in south africa vaccines sharply cut coronavirus hospitalization, u.k. studies show johnson lays out a cautious path for leaving the lockdown do india’s cows have special powers? government curriculum is ridiculed boris johnson maps out plan to lift virus lockdown new jersey will soon allow some fans to attend events at venues with over 5,000 seats, murphy says. myanmar’s protests are growing, defying threats and snipers europe wants to diversify its pool of astronauts 4 aid workers are shot dead in pakistan bulgaria offers a vaccine to anyone who wants one, and long lines form."
53,2021-02-23,"blood bath at ecuador prisons as drug gangs battle for control israel’s beaches are littered with tar after mysterious oil spill israel gives vaccine to far-off allies, as palestinians wait looking for something new in russia’s ‘new people’ party politicians in lebanon jump the vaccine line, touching off a scandal. italy mourns an ambassador and his bodyguard, killed in congo nepal’s supreme court rules dissolved parliament must be reinstated having won syria’s war, al-assad is mired in economic woes where a vaccination campaign faces skepticism, war and corruption indian court grants bail to activist arrested over farmers’ protests"
54,2021-02-24,"facing roadblocks, vast global vaccination effort gets underway w.h.o. warns wealthy countries are undermining covax program a top democrat warns against a hasty withdrawal of u.s. troops from afghanistan italian cliffside cemetery, and its coffins, carried away by a landslide the virus can sicken children in very different ways, a new study finds. hong kong’s lesson to schoolchildren: love china, no questions asked arrest of opposition leader in georgia raises fear of growing instability husband must pay wife $7,700 for years of housework, chinese court rules new york opens vaccine sites in brooklyn and queens to target hardest-hit neighborhoods. biden and trudeau address climate change in joint news conference"
55,2021-02-25,"germans clamor for covid vaccines, but shun astrazeneca’s offering new covid-19 infections have fallen to half in europe, w.h.o. says canadians try to solve the enigma of hard butter police in malta say arrests are complete in journalist’s 2017 murder armenia in an uproar, as its prime minister warns of an ‘attempted military coup’ canada’s top military officer steps aside amid investigation refugee who set herself on fire in greece is charged with arson is ‘avalanche’ the answer to a 62-year-old russian mystery over 9 deaths? pakistan and india renew pledge on cease-fire at troubled border pfizer will test a booster shot and develop an adapted vaccine to address variant concerns."
56,2021-02-26,"ethiopia’s war leads to ethnic cleansing in tigray region, u.s. report says canada catches up in the race to produce zero-emission vehicles aging beer in a sunken ship sounded like a good idea. thieves thought so too. w.h.o. stresses international vaccine equity u.s. health officials caution governors against easing restrictions, warning that a recent plunge in virus cases ‘may be stalling.’ the head of canada’s largest pension fund steps down after traveling to the u.a.e. to get vaccinated. an ‘old men’s club’ dominates japan. the young just put them on notice. amid slow vaccine deliveries, desperate e.u. nations hunt for more the biden administration buys 100,000 doses of a combination antibody treatment for high-risk covid-19 patients. harry and meghan going public at a tough time for the royals"
